,id,sentence,num_flips,flip_rate
2430,ch10.108b.g.07,Who is there a picture of on the mantle?,4,0.4
2449,ch10.118.g.02,I laugh if the heiress buys a painting at the auction.,8,0.8
2451,ch10.118.g.04,I blush if the child prodigy submits a drawing to the art contest.,4,0.4
2453,ch10.118.g.06,I notice if the neighbor turns the air conditioning on at night.,2,0.2
2455,ch10.118.g.08,I complain if the office manager keeps the copy paper in her office.,4,0.4
2456,ch10.119.*.01,What did you worry after the lawyer forgot at the office?,10,1.0
2458,ch10.119.*.03,What did you worry after the boss left in the car?,8,0.8
2460,ch10.119.*.05,What did you sneeze after the dog owner left open at night?,6,0.6
2461,ch10.119.*.06,What did you freeze after the neighbor turned on at night?,12,1.2
2462,ch10.119.*.07,What did you object after the janitor erased from the blackboard?,2,0.2
2464,ch10.120.*.01,What did you worry because the lawyer forgot at the office?,10,1.0
2465,ch10.120.*.02,What did you laugh because the heiress bought at the auction?,8,0.8
2468,ch10.120.*.05,What did you sneeze because the dog owner left open at night?,12,1.2
2469,ch10.120.*.06,What did you freeze because the neighbor turned on at night?,10,1.0
2470,ch10.120.*.07,What did you object because the janitor erased from the blackboard?,2,0.2
2471,ch10.120.*.08,What did you complain because the office manager kept in her office?,6,0.6
2472,ch10.121.*.01,What do you worry if the lawyer forgets at the office?,8,0.8
2473,ch10.121.*.02,What do you laugh if the heiress buys at the auction?,2,0.2
2474,ch10.121.*.03,What do you worry if the boss leaves in the car?,8,0.8
2475,ch10.121.*.04,What do you blush if the child prodigy submits to the art contest?,2,0.2
2479,ch10.121.*.08,What do you complain if the office manager keeps in her office?,4,0.4
2488,ch10.56.*.01,I asked who who poisoned?,6,0.6
2489,ch10.56.*.02,I wondered what who bought?,2,0.2
2491,ch10.56.*.04,I wondered who who helped?,8,0.8
2493,ch10.56.*.06,I asked what who cooked for breakfast?,2,0.2
2494,ch10.56.*.07,I wondered who who asked to the prom?,2,0.2
2501,ch10.58.*.06,What did you ask who cooked for breakfast?,6,0.6
2503,ch10.58.*.08,What did you ask who studied in school?,2,0.2
2515,ch10.70.*.04,Which room did you make the argument that Rebecca should clean?,10,1.0
2517,ch10.70.*.06,Which prescription did you make the prediction that Josh would refill?,2,0.2
2518,ch10.70.*.07,Which car did you regret the fact that Bob rented?,2,0.2
2519,ch10.70.*.08,Which pizza did you make the claim that Amy stole?,4,0.4
2526,ch10.71.g.07,John bought two tickes to Ryan's play about American politics.,10,1.0
2528,ch10.72.*.01,What did Peter listen to Darren's speech about?,8,0.8
2529,ch10.72.*.02,What did Janet read Cindy's story about?,2,0.2
2530,ch10.72.*.03,What did Kelly watch CNN's TV show about?,8,0.8
2532,ch10.72.*.05,What did Donald really enjoy Spielberg's movie about?,8,0.8
2534,ch10.72.*.07,What did John buy two tickets to Ryan's play about?,4,0.4
2535,ch10.72.*.08,What did Denise easily win NPR's debate about?,6,0.6
2544,ch10.74.*.01,What was Penny interested in Philip's description of?,2,0.2
2545,ch10.74.*.02,What was Victor dismayed by Lou's destruction of?,8,0.8
2546,ch10.74.*.03,What was Alice unnerved by Joe's resentment of?,8,0.8
2547,ch10.74.*.04,What was Nicole impressed by Lilly's analysis of?,10,1.0
2548,ch10.74.*.05,What was Gillian hurt by Ivan's investigation of?,2,0.2
2549,ch10.74.*.06,What was Tina impressed by Mark's discussion of?,2,0.2
2550,ch10.74.*.07,What was Gary worried about Evelyn's lack of?,8,0.8
2551,ch10.74.*.08,What was Linda disappointed by Shelly's rejection of?,6,0.6
2557,ch10.83.*.06,What couldn't Sam stop laughing at those jokes about?,8,0.8
2558,ch10.83.*.07,What did John buy two tickets to those plays about?,4,0.4
2560,ch10.84-86.g.01,What did Peter listen to a speech about?,8,0.8
2562,ch10.84-86.g.03,What did Kelly watch a TV show about?,2,0.2
2564,ch10.84-86.g.05,What did Donald really enjoy a movie about?,2,0.2
2565,ch10.84-86.g.06,What couldn't Sam stop laughing at a joke about?,6,0.6
2566,ch10.84-86.g.07,What did John buy two tickets to a play about?,4,0.4
2570,ch10.90.g.03,That Derek will win the lottery is possible.,4,0.4
2573,ch10.90.g.06,That Helen will travel to France is possible.,2,0.2
2586,ch10.92.g.03,What is it possible that Derek will win?,4,0.4
2609,"ch10.95,97.*.02",What did that Melanie likes prove to be her undoing?,2,0.2
2612,"ch10.95,97.*.05",What is that William hates likely to be relevant for his biography?,2,0.2
2617,ch2.01.g.02,The bear snuffles.,2,0.2
2637,ch2.03.*.06,The flower bloom.,2,0.2
2639,ch2.03.*.08,The ox sleep.,4,0.4
2644,ch2.04.*.05,The dogs barks.,2,0.2
2646,ch2.04.*.07,The women laughs.,2,0.2
2667,ch2.68.g.04,Everyone assumed her to be honest.,2,0.2
2674,ch2.69.g.03,They showed he was successful.,6,0.6
2679,ch2.69.g.08,Brian showed she was shallow.,2,0.2
2681,ch2.70.*.02,John believed she to be clever.,4,0.4
2696,ch2.81a.g.01,The bears snuffled.,6,0.6
2704,ch2.81b.*.01,The bear snuffleds.,8,0.8
2705,ch2.81b.*.02,The pig grunteds.,2,0.2
2706,ch2.81b.*.03,The man chuckleds.,6,0.6
2707,ch2.81b.*.04,The child waileds.,8,0.8
2708,ch2.81b.*.05,The dog barkeds.,2,0.2
2710,ch2.81b.*.07,The woman laugheds.,10,1.0
2711,ch2.81b.*.08,The ox slepts.,2,0.2
2730,ch3.115.g.03,Jenny yelled the cheer.,2,0.2
2737,ch3.116.g.02,William read that he won the scholarship.,2,0.2
2750,ch3.117.*.07,Mark reiterated the ball.,2,0.2
2751,ch3.117.*.08,Annie disclosed the clouds.,12,1.2
2752,ch3.118-120.*.01,The bookcase ran.,4,0.4
2754,ch3.118-120.*.03,The fig chortled.,6,0.6
2755,ch3.118-120.*.04,The mountain slept.,10,1.0
2756,ch3.118-120.*.05,The chair thought.,2,0.2
2757,ch3.118-120.*.06,The flower snored.,10,1.0
2758,ch3.118-120.*.07,The box coughed.,12,1.2
2759,ch3.118-120.*.08,The wall ate.,12,1.2
2792,ch3.148.*.01,Julie became fond.,12,1.2
2793,ch3.148.*.02,Gary became fraught.,4,0.4
2794,ch3.148.*.03,Cindy became devoid.,12,1.2
2796,ch3.148.*.05,Maria became synonymous.,8,0.8
2797,ch3.148.*.06,Sam became dear.,6,0.6
2813,ch3.15.g.06,"Fairly slowly, Jack walked at the gym.",2,0.2
2816,ch3.152.g.01,What Julie became was fond of the book.,2,0.2
2825,ch3.153.*.02,What Gary did with terror was become fraught.,6,0.6
2827,ch3.153.*.04,What Trevor did to his mother was become beholden.,6,0.6
2828,ch3.153.*.05,What Maria did with generosity was become synonymous.,12,1.2
2829,ch3.153.*.06,What Sam did to his wife was become dear.,2,0.2
2831,ch3.153.*.08,What Todd did in his beliefs was become zealous.,10,1.0
2862,ch3.19.*.07,Ballerina the graceful danced.,4,0.4
2884,ch3.34.*.05,It's whispered secretly that Jessica and Glen.,4,0.4
2937,ch3.63.*.02,Margaret is those boys.,2,0.2
2968,ch3.74.*.01,Owners of a pig loves to eat truffles.,2,0.2
2970,ch3.74.*.03,Parents of a student wants to annoy teachers.,10,1.0
2978,ch3.77.g.03,It hailed.,8,0.8
2979,ch3.77.g.04,It stormed.,6,0.6
2980,ch3.77.g.05,It stormed.,6,0.6
2981,ch3.77.g.06,It hailed.,8,0.8
2984,ch3.79.*.01,The weather rained.,8,0.8
2985,ch3.79.*.02,The day snowed.,6,0.6
2986,ch3.79.*.03,The night hailed.,10,1.0
2987,ch3.79.*.04,The cloud stormed.,10,1.0
2988,ch3.79.*.05,The cloud stormed.,10,1.0
2989,ch3.79.*.06,The night hailed.,10,1.0
2990,ch3.79.*.07,The day snowed.,6,0.6
2991,ch3.79.*.08,The weather rained.,8,0.8
2994,ch3.92-94.*.03,Stanley controls.,10,1.0
2995,ch3.92-94.*.04,Susan threw.,8,0.8
2998,ch3.92-94.*.07,James bought.,2,0.2
3008,ch4.22d.*.01,Burn the letters quickly is the best thing to do.,6,0.6
3011,ch4.22d.*.04,Pass the class easily may not be possible.,4,0.4
3024,ch4.37.g.01,I shaved myself.,6,0.6
3050,ch4.45.*.03,The policeman Tania called fed herself.,6,0.6
3051,ch4.45.*.04,The doctor they saw praised themselves.,6,0.6
3052,ch4.45.*.05,The teacher I feared bathed myself.,10,1.0
3054,ch4.45.*.07,The mailman Rebecca insulted quesioned herself.,6,0.6
3055,ch4.45.*.08,The nurse they admired drove themselves.,8,0.8
3089,ch4.71.g.02,Madeleine planned to receive the check from George and receive the check the from George she did.,6,0.6
3097,ch4.72.*.02,Madeleine planned to receive the check from George and receive the check she did from George.,10,1.0
3098,ch4.72.*.03,Tom thought he would send the letter to Bob and send the letter he did to Bob.,8,0.8
3099,ch4.72.*.04,Sally said she would take the ball from Tammy and take the ball she did from Tammy.,14,1.4
3100,ch4.72.*.05,Paul planned to accept the gift from Clark and accept the gift he did from Clark.,10,1.0
3101,ch4.72.*.06,Mona promised to mail the letter to Laura and mail the letter she did to Laura.,4,0.4
3102,ch4.72.*.07,Francis thought he would kick the ball to Ben and kick the ball he did to Ben.,10,1.0
3103,ch4.72.*.08,Tania said she would throw the frisbee to Kylie and throw the frisbee she did to Kylie.,10,1.0
3112,ch5.13-14.*.01,Joe must should leave for work on time.,2,0.2
3113,ch5.13-14.*.02,Lisa might can pick up the dry cleaning.,6,0.6
3115,ch5.13-14.*.04,Martin might should go to the dentist.,8,0.8
3116,ch5.13-14.*.05,Leslie may could miss school today.,10,1.0
3117,ch5.13-14.*.06,Don might would drive you home.,2,0.2
3118,ch5.13-14.*.07,Erica may can loan you five dollars.,4,0.4
3119,ch5.13-14.*.08,Sean must should apologize for his behavior.,2,0.2
3152,ch5.140.*.01,Ryan never has flown an airplane.,10,1.0
3153,ch5.140.*.02,Terry never has driven a car.,10,1.0
3154,ch5.140.*.03,Sandra never has read a book.,8,0.8
3155,ch5.140.*.04,Veronica never has eaten a pie.,8,0.8
3156,ch5.140.*.05,Matt never has cleaned his room.,6,0.6
3157,ch5.140.*.06,Ron never has stolen money.,8,0.8
3158,ch5.140.*.07,Donna never has attended a party.,6,0.6
3159,ch5.140.*.08,Eve never has bought a watch.,4,0.4
3185,ch5.147-148.*.02,Marty didn't returned home.,4,0.4
3186,ch5.147-148.*.03,Jessica didn't paid her bills.,2,0.2
3187,ch5.147-148.*.04,Holly didn't finished the report.,6,0.6
3190,ch5.147-148.*.07,Michelle didn't responded to the accusation.,6,0.6
3200,ch5.21-22.*.01,I believed she is pregnant.,6,0.6
3201,ch5.21-22.*.02,I thought he is honest.,8,0.8
3202,ch5.21-22.*.03,I assumed she is lying.,8,0.8
3203,ch5.21-22.*.04,I guessed he is married.,10,1.0
3204,ch5.21-22.*.05,I predicted she is guilty.,6,0.6
3205,ch5.21-22.*.06,I thought he is back in town.,10,1.0
3206,ch5.21-22.*.07,I believed she is sick.,6,0.6
3207,ch5.21-22.*.08,I assumed he is innocent.,14,1.4
3219,ch5.27-28.*.04,I guessed he shall be married.,14,1.4
3221,ch5.27-28.*.06,I thought he can be back in town.,6,0.6
3223,ch5.27-28.*.08,I assumed he shall be innocent.,6,0.6
3229,ch5.31.*.06,Jill should listened to the radio.,4,0.4
3231,ch5.31.*.08,Evan might sold the house.,2,0.2
3249,ch5.37.g.02,Madeleine said she coud catch the sardines and catch the sardines she will.,12,1.2
3256,ch5.38.*.01,Benjamin said he ran away and ran away he.,2,0.2
3257,ch5.38.*.02,Madeleine said she caught the sardines and caught the sardines she.,2,0.2
3260,ch5.38.*.05,Paul said he bought a car and bought a car he.,2,0.2
3267,ch5.39.g.04,Sally said she organized the meeting and organized the meeting she did.,4,0.4
3268,ch5.39.g.05,Paul said he bought a car and bought a car he did.,8,0.8
3270,ch5.39.g.07,Francis said he passed the class and passed the class he did.,2,0.2
3271,ch5.39.g.08,Tania said she hit a home run and hit a home run she did.,2,0.2
3272,ch5.45-46.*.01,She tried to left.,4,0.4
3274,ch5.45-46.*.03,He promised to behaved.,10,1.0
3275,ch5.45-46.*.04,I asked to joined the group.,2,0.2
3278,ch5.45-46.*.07,She wanted to took a vacation.,10,1.0
3279,ch5.45-46.*.08,We tried to explained ourselves.,6,0.6
3281,ch5.47-48.*.02,We wanted to can eat cake.,8,0.8
3286,ch5.47-48.*.07,She wanted to can take a vacation.,2,0.2
3300,ch5.50.g.05,Beth promised to return the book and Anna agreed to as well.,4,0.4
3303,ch5.50.g.08,Vivian promised to watche the kids and Neil agreed to as well.,14,1.4
3330,ch5.81-82.*.03,I have been should walking to work.,2,0.2
3336,ch5.84.*.01,"I'd planned to have finished, and have finished I did.",8,0.8
3338,ch5.84.*.03,"I'd planned to have won, and have won I did.",2,0.2
3339,ch5.84.*.04,"I'd planned to have graduated, and have graduated I did.",2,0.2
3341,ch5.84.*.06,"I'd planned to have escaped, and have escaped I did.",8,0.8
3342,ch5.84.*.07,"I'd planned to have motivated them, and have motivated them I did.",4,0.4
3343,ch5.84.*.08,"I'd planned to have secured the contract, and have secured the contract I did.",2,0.2
3346,ch5.84.g.03,"I'd planned to have won, and won I have.",2,0.2
3350,ch5.84.g.07,"I'd planned to have motivated them, and motivated them I have.",4,0.4
3351,ch5.84.g.08,"I'd planned to have secured the contract, and secured the contract I have.",4,0.4
3354,ch5.9.*.03,What Caroline does is can bake cupcakes.,8,0.8
3355,ch5.9.*.04,What Richard does is should stay home today.,4,0.4
3358,ch5.9.*.07,What San does is can lift 300 pounds.,4,0.4
3377,ch5.93.*.02,Carrie is having baked brownies.,8,0.8
3378,ch5.93.*.03,Heather is having graded homework.,6,0.6
3403,ch6.102.*.04,There were provided three meals by the soup kitchen.,2,0.2
3405,ch6.102.*.06,There were closed four schools by the budget cuts.,2,0.2
3406,ch6.102.*.07,There were performed six marriages by the minister.,6,0.6
3407,ch6.102.*.08,There were robbed eight casinos by the criminals.,2,0.2
3418,ch6.106.*.03,Lewis easily will pass the test.,6,0.6
3419,ch6.106.*.04,Matt suddenly may decide to leave.,8,0.8
3421,ch6.106.*.06,Jenny accurately will calculate the results.,6,0.6
3437,ch6.108-109.g.06,Jenny would accurately have calculatd the results.,10,1.0
3443,ch6.112-113.*.04,Sam read slowly the report.,10,1.0
3447,ch6.112-113.*.08,Tracy inspected thoroughly the damage.,8,0.8
3488,ch6.45b.*.01,There was him in the garden.,2,0.2
3489,ch6.45b.*.02,There was her in the classroom.,4,0.4
3490,ch6.45b.*.03,There were us at the concert.,6,0.6
3491,ch6.45b.*.04,There was me at the meeting.,6,0.6
3492,ch6.45b.*.05,There was me in the kitchen.,6,0.6
3493,ch6.45b.*.06,There were us cleaning the house.,6,0.6
3494,ch6.45b.*.07,There was her tending the bar.,8,0.8
3495,ch6.45b.*.08,There was him grooming the dog.,6,0.6
3513,ch6.58.*.02,Her have I invited to dinner.,2,0.2
3522,ch6.58.g.03,They have insired me.,12,1.2
3523,ch6.58.g.04,She has complimented them.,2,0.2
3537,ch6.9-10.*.02,Twins have many been studied by doctors.,8,0.8
3542,ch6.9-10.*.07,Shoes have many been designed for serious hiking.,6,0.6
3560,ch6.93.*.09,The mailman was bit.,12,1.2
3582,ch6.99.*.05,The debate ensued by the candidates.,2,0.2
3584,ch6.99.*.07,The bed shook by the earthquake.,8,0.8
3594,ch7.103.*.01,A book of my is on the desk.,6,0.6
3599,ch7.103.*.06,A poem of my is in the anthology.,6,0.6
3608,ch7.104.g.07,A opinion of mine article is in the newspaper.,4,0.4
3610,ch7.105.*.01,The therapist's analysis of Morticia's was flawed.,8,0.8
3611,ch7.105.*.02,The announcer's introduction of Ted's was humorous.,6,0.6
3612,ch7.105.*.03,The manager's recommendation of Lois's was stellar.,4,0.4
3613,ch7.105.*.04,The army's destruction of Rome's was swift.,4,0.4
3614,ch7.105.*.05,The detective's investigation of John's was thorough.,4,0.4
3615,ch7.105.*.06,The president's appointment of Paul's was controversial.,4,0.4
3616,ch7.105.*.07,The receptionist's resentment of Cindy's was unhealthy.,2,0.2
3636,ch7.30-33.*.03,Some those letters have the incorrect postage.,8,0.8
3638,ch7.30-33.*.05,Some these groceries need to be refrigerated.,8,0.8
3650,ch7.4.*.01,Letters the are on the table.,2,0.2
3654,ch7.4.*.05,Plants some need to be watered daily.,2,0.2
3655,ch7.4.*.06,Mosquitoes many spread malaria.,4,0.4
3656,ch7.4.*.07,Duck every has webbed feet.,2,0.2
3657,ch7.4.*.08,Elephant that has long tusks.,4,0.4
3669,ch7.53.*.04,The Phil's wallet is missing.,4,0.4
3670,ch7.53.*.05,The Dale's apartment is messy.,4,0.4
3671,ch7.53.*.06,The Brenda's store is closed.,4,0.4
3673,ch7.53.*.08,The Caroline's decorations are beautiful.,6,0.6
3691,ch7.7.*.02,Cat is in the yard.,6,0.6
3693,ch7.7.*.04,Coat belongs in the closet.,2,0.2
3694,ch7.7.*.05,Plant needs to be watered daily.,6,0.6
3695,ch7.7.*.06,Mosquito spreads malaria.,10,1.0
3696,ch7.7.*.07,Duck has webbed feet.,4,0.4
3713,ch7.90.g.08,His invitation of her was surprising.,6,0.6
3723,ch8.103.*.02,Susan arranged for they to tour the White House.,2,0.2
3729,ch8.103.*.08,Larry intended for they to spend the holidays together.,2,0.2
3730,ch8.104.*.01,Brian intended for to learn magic.,10,1.0
3731,ch8.104.*.02,Susan arranged for to tour the White House.,2,0.2
3733,ch8.104.*.04,Alicia planned for to attend college.,6,0.6
3734,ch8.104.*.05,Katherine planned for to visit Rome.,10,1.0
3736,ch8.104.*.07,Dina arranged for to have a summer internship.,2,0.2
3737,ch8.104.*.08,Larry intended for to spend the holidays together.,10,1.0
3738,ch8.105.*.01,For to do that would be a mistake.,6,0.6
3739,ch8.105.*.02,For to say that would be rude.,4,0.4
3740,ch8.105.*.03,For to drive now would be illegal.,12,1.2
3741,ch8.105.*.04,For to pass the test would be a miracle.,6,0.6
3742,ch8.105.*.05,For to win the match would be an upset.,6,0.6
3743,ch8.105.*.06,For to lie would be a mistake.,6,0.6
3744,ch8.105.*.07,For to uncover the secret would be impossible.,8,0.8
3745,ch8.105.*.08,For to lose the sales data would be disastrous.,10,1.0
3757,ch8.120.g.04,We assumed her to be honest.,2,0.2
3818,ch8.167.*.01,Zeus stinks to be omnipotent.,2,0.2
3819,ch8.167.*.02,Jenny hurts to be dating someone new.,10,1.0
3823,ch8.167.*.06,Jimmy is true to be leaving the newspaper.,2,0.2
3835,ch8.176.*.02,There appears a problem to be with this solution.,2,0.2
3837,ch8.176.*.04,There is certain a meeting to be after lunch.,8,0.8
3839,ch8.176.*.06,There is likely a party to be for your birthday.,4,0.4
3841,ch8.176.*.08,There seems a letter to be on the table.,2,0.2
3853,"ch8.185,187.*.04",I forced there to be consensus about the solution.,4,0.4
3886,"ch8.24,26.*.05",What Daniel wondered whether was the rain would stop before rush hour.,2,0.2
3890,ch8.29.*.01,Jason wondered that the potion was ready.,10,1.0
3891,ch8.29.*.02,Marcy wondered that the meeting would start on time.,6,0.6
3892,ch8.29.*.03,Kelsey wondered that the store had the DVD in stock.,10,1.0
3893,ch8.29.*.04,James wondered that the mechanic could fix the steering problem.,6,0.6
3894,ch8.29.*.05,Daniel wondered that the rain would stop before rush hour.,2,0.2
3895,ch8.29.*.06,Ellen wondered that the marathon would be canceled because of the extreme heat.,2,0.2
3896,ch8.29.*.07,Sarah wondered that the package had been delivered yet.,6,0.6
3897,ch8.29.*.08,Thomas wondered that the train would arrive on time.,8,0.8
3930,ch8.56.g.01,That the answer is obvious upset Helen.,2,0.2
3939,ch8.57.*.02,That that the banks are honest is false annoyed Clare.,4,0.4
3940,ch8.57.*.03,That that the politicians are corrupt is actually true surprised Peter.,12,1.2
3943,ch8.57.*.06,That that the hospital is closing is untrue comforted Sally.,6,0.6
3944,ch8.57.*.07,That that the goverenment is hiding evidence of aliens is constantly repeated frustrated Cindy.,2,0.2
3945,ch8.57.*.08,That that the CIA assassinated world leaders was never revealed irritated Harrold.,10,1.0
3946,ch8.58.*.01,That whether the world is round is unknown upset Helen.,6,0.6
3947,ch8.58.*.02,That whether the banks are honest is unclear annoyed Clare.,10,1.0
3948,ch8.58.*.03,That whether the politicians are corrupt is still debated surprised Peter.,10,1.0
3949,ch8.58.*.04,That whether the army is over-extended is unknown worried the General.,10,1.0
3950,ch8.58.*.05,That whether the prisoners were tortured was still unknown worried the president.,10,1.0
3951,ch8.58.*.06,That whether the hospital is closing is unanswered frightened Sally.,12,1.2
3952,ch8.58.*.07,That whether the goverenment is hiding evidence of aliens is unclear frustrated Cindy.,6,0.6
3953,ch8.58.*.08,That whether the CIA assassinated world leaders was purposefully unanswered irritated Harrold.,6,0.6
3970,ch8.64.*.01,That Jason had arrived was obvious annoyed Mandy.,4,0.4
3972,ch8.64.*.03,That William got the job impressed Lauren was clear.,8,0.8
3973,ch8.64.*.04,That Donald had gotten sick worried his wife upset him.,6,0.6
3976,ch8.64.*.07,That Terry left the dinner party early annoyed the host was obvious.,6,0.6
3977,ch8.64.*.08,That Stanley disobeyed an order frustrated the other soldiers concerned the unit commander.,2,0.2
3979,ch8.65.*.02,I said that that Nina had won surprised the coach.,2,0.2
3982,ch8.65.*.05,I said that that Melanie joined the sorority frightened her parents.,12,1.2
3983,ch8.65.*.06,I said that that Elizabeth married a millionaire impressed her coworkers.,12,1.2
3985,ch8.65.*.08,I said that that Stanley disobeyed an order frustrated the other soldiers.,14,1.4
3998,ch8.70.g.05,There arose a new a problem.,12,1.2
4027,"ch8.77,79.*.02",Nate planned the children to watch television.,2,0.2
4032,"ch8.77,79.*.07",Shelly planned the girl to attend law school.,4,0.4
4036,ch8.92.*.03,We thought to be generous.,10,1.0
4039,ch8.92.*.06,We thought to be charming.,2,0.2
4058,ch9.12.*.01,Someone did Nancy poison.,6,0.6
4059,ch9.12.*.02,Something did Carl buy.,10,1.0
4060,ch9.12.*.03,Some time did Lindsay leave.,8,0.8
4061,ch9.12.*.04,Somehow did Lewis survive.,2,0.2
4063,ch9.12.*.06,Something did Dan cook for breakfast.,10,1.0
4064,ch9.12.*.07,Someone did Lisa marry.,8,0.8
4066,ch9.120.*.01,Who did who poison?,6,0.6
4067,ch9.120.*.02,What did who buy?,10,1.0
4068,ch9.120.*.03,What did who read?,6,0.6
4069,ch9.120.*.04,Who did who help?,10,1.0
4070,ch9.120.*.05,What did who bring to the party?,10,1.0
4071,ch9.120.*.06,What did who cook for breakfast?,8,0.8
4072,ch9.120.*.07,Who did who ask to the prom?,12,1.2
4073,ch9.120.*.08,What did who study in school?,6,0.6
4087,ch9.122.g.06,What did Reggie sell to whom?,2,0.2
4090,ch9.123.*.01,Who did Anna introduce who to?,6,0.6
4092,ch9.123.*.03,Who did Bill send what to?,4,0.4
4093,ch9.123.*.04,Who did Jessica loan what to?,2,0.2
4094,ch9.123.*.05,Who did Jeff throw what to?,4,0.4
4095,ch9.123.*.06,Who did Reggie sell what to?,2,0.2
4096,ch9.123.*.07,Who did Crystal tell what to?,10,1.0
4097,ch9.123.*.08,Who did Heather teach what to?,10,1.0
4104,ch9.124.g.07,Which football player asked which cheerleader to the prom?,8,0.8
4112,ch9.125.g.07,Which cheerleader did which football player ask to the prom?,2,0.2
4114,ch9.25-27.*.01,Where place are you living?,6,0.6
4115,ch9.25-27.*.02,When time will you be there?,6,0.6
4116,ch9.25-27.*.03,Who guy did you see?,14,1.4
4117,ch9.25-27.*.04,Where store do you like to shop?,6,0.6
4118,ch9.25-27.*.05,When time did you arrive?,10,1.0
4120,ch9.25-27.*.07,Where place did you go?,2,0.2
4121,ch9.25-27.*.08,Who teacher do you admire most?,2,0.2
4130,ch9.32-33.*.01,Which the poem did Harry recite?,2,0.2
4131,ch9.32-33.*.02,What the kind of actor is he?,8,0.8
4132,ch9.32-33.*.03,Which the criminal did you see?,4,0.4
4133,ch9.32-33.*.04,What the kind of store do you like to shop at?,8,0.8
4134,ch9.32-33.*.05,Which the train did you arrive on?,12,1.2
4135,ch9.32-33.*.06,Which the bridesmaid did you escort?,12,1.2
4136,ch9.32-33.*.07,What the kind of school did you attend?,8,0.8
4137,ch9.32-33.*.08,Which the teacher do you admire most?,8,0.8
4138,ch9.4.g.01,Who did Nancy poison?,2,0.2
4146,ch9.83.*.01,I wondered could we leave early.,2,0.2
4149,ch9.83.*.04,I wondered could we find a replacement.,2,0.2
4152,ch9.83.*.07,I wondered could we trust the weather report.,2,0.2
4162,ch9.84-85.*.01,I wondered who did Nancy poison.,2,0.2
