,id,sentence,dataset,num_flips
2240,41.3.Rezac.3b1.g.01,There had hung over the fireplace all of the portraits by Picasso.,LI,46
2241,41.3.Rezac.3b1.g.02,There had prevailed in the trial all of the defendants we were rooting for.,LI,68
2242,41.3.Rezac.3b1.g.03,There had loomed over us all of the projects we had been putting off.,LI,68
2243,41.3.Rezac.3b1.g.04,There had lived across the street all of the kids who were vandalizing our yard.,LI,82
2246,41.3.Rezac.3b1.g.07,There have accumulated in the basement all of the trophies Trevor has won playing sports.,LI,100
2248,41.3.Rezac.3b2.*.01,There had all hung over the fireplace the portraits by Picasso.,LI,94
2249,41.3.Rezac.3b2.*.02,There had all prevailed in the trial the defendants we were rooting for.,LI,2
2250,41.3.Rezac.3b2.*.03,There had all loomed over us the projects we had been putting off.,LI,52
2252,41.3.Rezac.3b2.*.05,There had all emerged from the darkness the raccoons Jamie had seen earlier.,LI,18
2253,41.3.Rezac.3b2.*.06,There had all stood in the corner the grandfather clocks Maria had collected over the years.,LI,20
2254,41.3.Rezac.3b2.*.07,There have all accumulated in the basement the trophies Trevor has won playing sports.,LI,6
2255,41.3.Rezac.3b2.*.08,There have all arisen in these negotiations the issues the lawyers warned us about.,LI,8
2256,41.3.Vicente.4a1.g.01,She plays the guitar and Betsy the harmonica.,LI,4
2257,41.3.Vicente.4a1.g.02,Mike prefers tennis and Jon baseball.,LI,6
2259,41.3.Vicente.4a1.g.04,Dennis loves math and Steve science.,LI,30
2260,41.3.Vicente.4a1.g.05,Carl collects stamps and Ryan coins.,LI,68
2262,41.3.Vicente.4a1.g.07,Tracey bought a van and Tom a truck.,LI,40
2268,41.3.Vicente.4a3.*.05,Carl collects stamps because Ryan coins.,LI,110
2269,41.3.Vicente.4a3.*.06,Oliver wants to be a lawyer because Oscar a doctor.,LI,2
2272,41.3.Vicente.4a6.*.01,Sandy plays the guitar better than Betsy the harmonica.,LI,4
2273,41.3.Vicente.4a6.*.02,Arthur cooked the lasagna better than Adam the pasta.,LI,78
2274,41.3.Vicente.4a6.*.03,Emma draws dogs better than Sophia dinosaurs.,LI,84
2275,41.3.Vicente.4a6.*.04,Joel devoured the pie more voraciously than Mark the cake.,LI,88
2277,41.3.Vicente.4a6.*.06,Alex read the magazine more meticulously than Ronald the textbook.,LI,58
2278,41.3.Vicente.4a6.*.07,Amanda hurled the water balloon more forcefully than Irene the baseball.,LI,36
2289,41.3.Vicente.5a.*.02,"Rich plays the guitar, and Sandy thinks that Bobby the piano.",LI,42
2290,41.3.Vicente.5a.*.03,"The girls made sandwiches, and I believe that the boys hot dogs.",LI,98
2295,41.3.Vicente.5a.*.08,"Ricardo likes soup, and he knows that Juan salad.",LI,88
2304,41.3.Vicente.8a.*.01,"Read things, Mike did quickly.",LI,18
2306,41.3.Vicente.8a.*.03,"Steal things, the thief did sneakily.",LI,86
2309,41.3.Vicente.8a.*.06,"Jump on things, the youngster did excitedly.",LI,104
2310,41.3.Vicente.8a.*.07,"Frighten people, the clown did willingly.",LI,14
2311,41.3.Vicente.8a.*.08,"Threaten students, the bully did triumphantly.",LI,2
2319,41.3.Vicente.8a.g.08,The bully threatened students triumphantly.,LI,60
2323,41.3.Vicente.8d.*.04,"Promise to wash, Neal did the car.",LI,2
2325,41.3.Vicente.8d.*.06,"Learn to repair, Lisa did computers.",LI,6
2327,41.3.Vicente.8d.*.08,"Manage to pass, Tim did his exam.",LI,22
2337,41.4.Bruening.9b.*.02,Who do you consider supporters of beneath our notice?,LI,6
2338,41.4.Bruening.9b.*.03,Who did they find a parent of guilty?,LI,4
2339,41.4.Bruening.9b.*.04,Who did the executives appoint a friend of chairman of the board?,LI,84
2340,41.4.Bruening.9b.*.05,Who did the board deem children of unworthy to attend this school?,LI,40
2343,41.4.Bruening.9b.*.08,Who did officials proclaim an associate of the winner?,LI,72
2345,41.4.Bruening.9c.g.02,Who did you send supporters of to trial?,LI,2
2346,41.4.Bruening.9c.g.03,Who did they send a parent of to an unpleasant meeting?,LI,20
2347,41.4.Bruening.9c.g.04,Who did the executives appoint a friend of to the board?,LI,82
2348,41.4.Bruening.9c.g.05,Who did the coach trade an enemy of to another team?,LI,20
2349,41.4.Bruening.9c.g.06,Who did the principal assign children of to a different teacher?,LI,90
2350,41.4.Bruening.9c.g.07,Who did the frat boys introduce a daughter of to their pledges?,LI,2
2351,41.4.Bruening.9c.g.08,Who did officials dispatch an associate of to the embassy?,LI,54
2352,41.4.Haegeman.18a.*.01,Bill asked if such books John only reads at home.,LI,54
2353,41.4.Haegeman.18a.*.02,Chris knows whether this book Candice read.,LI,32
2354,41.4.Haegeman.18a.*.03,Leslie wonders whether these clothes Harold will wash.,LI,2
2355,41.4.Haegeman.18a.*.04,Judah inquired whether this jersey he can keep.,LI,2
2356,41.4.Haegeman.18a.*.05,Shelly is uncertain whether the dishes Edgar will wash.,LI,88
2357,41.4.Haegeman.18a.*.06,Mindy asked if my history notes she could borrow.,LI,6
2358,41.4.Haegeman.18a.*.07,Jessie wonders whether the big solo Rachel will sing.,LI,48
2359,41.4.Haegeman.18a.*.08,Sam inquired if the new Lexus he could test drive.,LI,2
2360,41.4.Haegeman.18a.g.01,Bill knows that such books John only reads at home.,LI,34
2361,41.4.Haegeman.18a.g.02,Chris knows that this book Candice read.,LI,90
2363,41.4.Haegeman.18a.g.04,Judah confirmed that this jersey he can keep.,LI,86
2365,41.4.Haegeman.18a.g.06,Mindy was confident that my history notes she could borrow.,LI,8
2366,41.4.Haegeman.18a.g.07,Jessie knows that the big solo Rachel will sing.,LI,96
2367,41.4.Haegeman.18a.g.08,Sam discovered that the new Lexus he could test drive.,LI,86
2368,41.4.Haegeman.22d.*.01,"If frankly he's unable to cope, we'll have to replace him.",LI,80
2388,41.4.Haegeman.4a.*.05,"When this exam we started to take this morning, it didn't look so long.",LI,32
2395,41.4.Haegeman.4c.g.04,"When an hour ago they started to arrange these books, I thought they would tidy the rest of the room.",LI,2
2396,41.4.Haegeman.4c.g.05,"When this morning we started to take this exam, it didn't look so long.",LI,80
2397,41.4.Haegeman.4c.g.06,"When yesterday Marnie started to present that report, I thought we were in for a lot of surprises.",LI,82
2408,ch10.107b.*.01,What is a program about on channel 4 tonight?,Adger,26
2410,ch10.107b.*.03,Who is a card from in the mailbox?,Adger,12
2411,ch10.107b.*.04,What is a song about on the radio?,Adger,4
2412,ch10.107b.*.05,What is a documentary about on the television?,Adger,86
2413,ch10.107b.*.06,Who is an email from in your inbox?,Adger,102
2414,ch10.107b.*.07,Who is a picture of on the mantle?,Adger,96
2415,ch10.107b.*.08,What is a coupon for on the counter?,Adger,34
2425,ch10.108b.g.02,Who is there a gift from on the table?,Adger,4
2426,ch10.108b.g.03,Who is there a card from in the mailbox?,Adger,6
2428,ch10.108b.g.05,What is there a documentary about on the television?,Adger,50
2429,ch10.108b.g.06,Who is there an email from in your inbox?,Adger,70
2431,ch10.108b.g.08,What is there a coupon for on the counter?,Adger,82
2432,ch10.116.g.01,I worried after the lawyer forgot his briefcase at the office.,Adger,90
2434,ch10.116.g.03,I worried after the boss left her keys in the car.,Adger,94
2453,ch10.118.g.06,I notice if the neighbor turns the air conditioning on at night.,Adger,96
2454,ch10.118.g.07,I object if the janitor erases the equation from the blackboard.,Adger,56
2456,ch10.119.*.01,What did you worry after the lawyer forgot at the office?,Adger,22
2458,ch10.119.*.03,What did you worry after the boss left in the car?,Adger,4
2459,ch10.119.*.04,What did you blush while the child prodigy submitted to the art contest?,Adger,24
2460,ch10.119.*.05,What did you sneeze after the dog owner left open at night?,Adger,24
2461,ch10.119.*.06,What did you freeze after the neighbor turned on at night?,Adger,4
2464,ch10.120.*.01,What did you worry because the lawyer forgot at the office?,Adger,102
2465,ch10.120.*.02,What did you laugh because the heiress bought at the auction?,Adger,2
2466,ch10.120.*.03,What did you worry because the boss left in the car?,Adger,42
2467,ch10.120.*.04,What did you blush because the child prodigy submitted to the art contest?,Adger,6
2472,ch10.121.*.01,What do you worry if the lawyer forgets at the office?,Adger,16
2473,ch10.121.*.02,What do you laugh if the heiress buys at the auction?,Adger,12
2474,ch10.121.*.03,What do you worry if the boss leaves in the car?,Adger,16
2475,ch10.121.*.04,What do you blush if the child prodigy submits to the art contest?,Adger,104
2476,ch10.121.*.05,What do you sneeze if the dog owner leaves open at night?,Adger,106
2478,ch10.121.*.07,What do you object if the janitor erases from the blackboard?,Adger,14
2486,ch10.55.g.07,I wondered who asked who to the prom?,Adger,10
2487,ch10.55.g.08,I asked who studied what in school?,Adger,2
2488,ch10.56.*.01,I asked who who poisoned?,Adger,92
2489,ch10.56.*.02,I wondered what who bought?,Adger,18
2490,ch10.56.*.03,I asked what who read?,Adger,14
2491,ch10.56.*.04,I wondered who who helped?,Adger,112
2493,ch10.56.*.06,I asked what who cooked for breakfast?,Adger,86
2495,ch10.56.*.08,I asked what who studied in school?,Adger,32
2496,ch10.58.*.01,Who did you ask who poisoned?,Adger,40
2498,ch10.58.*.03,What did you ask who read?,Adger,14
2501,ch10.58.*.06,What did you ask who cooked for breakfast?,Adger,104
2503,ch10.58.*.08,What did you ask who studied in school?,Adger,108
2504,ch10.69.g.01,I believed the claim that Philip would visit the city of Athens.,Adger,12
2515,ch10.70.*.04,Which room did you make the argument that Rebecca should clean?,Adger,102
2517,ch10.70.*.06,Which prescription did you make the prediction that Josh would refill?,Adger,80
2518,ch10.70.*.07,Which car did you regret the fact that Bob rented?,Adger,4
2519,ch10.70.*.08,Which pizza did you make the claim that Amy stole?,Adger,28
2526,ch10.71.g.07,John bought two tickes to Ryan's play about American politics.,Adger,40
2527,ch10.71.g.08,Denise easily won NPR's debate about tax reform.,Adger,10
2528,ch10.72.*.01,What did Peter listen to Darren's speech about?,Adger,2
2530,ch10.72.*.03,What did Kelly watch CNN's TV show about?,Adger,2
2531,ch10.72.*.04,What did Nina attend Hilary's fundraiser for?,Adger,56
2533,ch10.72.*.06,What couldn't Sam stop laughing at Dean's joke about?,Adger,22
2534,ch10.72.*.07,What did John buy two tickets to Ryan's play about?,Adger,82
2544,ch10.74.*.01,What was Penny interested in Philip's description of?,Adger,50
2545,ch10.74.*.02,What was Victor dismayed by Lou's destruction of?,Adger,40
2546,ch10.74.*.03,What was Alice unnerved by Joe's resentment of?,Adger,46
2547,ch10.74.*.04,What was Nicole impressed by Lilly's analysis of?,Adger,84
2548,ch10.74.*.05,What was Gillian hurt by Ivan's investigation of?,Adger,4
2549,ch10.74.*.06,What was Tina impressed by Mark's discussion of?,Adger,92
2550,ch10.74.*.07,What was Gary worried about Evelyn's lack of?,Adger,40
2551,ch10.74.*.08,What was Linda disappointed by Shelly's rejection of?,Adger,100
2557,ch10.83.*.06,What couldn't Sam stop laughing at those jokes about?,Adger,24
2558,ch10.83.*.07,What did John buy two tickets to those plays about?,Adger,66
2559,ch10.83.*.08,What did Denise easily win those debates about?,Adger,46
2560,ch10.84-86.g.01,What did Peter listen to a speech about?,Adger,4
2563,ch10.84-86.g.04,What did Nina attend a fundraiser for?,Adger,4
2565,ch10.84-86.g.06,What couldn't Sam stop laughing at a joke about?,Adger,12
2566,ch10.84-86.g.07,What did John buy two tickets to a play about?,Adger,70
2567,ch10.84-86.g.08,What did Denise easily win a debate about?,Adger,100
2570,ch10.90.g.03,That Derek will win the lottery is possible.,Adger,72
2573,ch10.90.g.06,That Helen will travel to France is possible.,Adger,44
2609,"ch10.95,97.*.02",What did that Melanie likes prove to be her undoing?,Adger,96
2612,"ch10.95,97.*.05",What is that William hates likely to be relevant for his biography?,Adger,58
2614,"ch10.95,97.*.07",What did that Rebecca preferred prove to be a problem for Ryan?,Adger,54
2615,"ch10.95,97.*.08",What is that Clarence dislikes certain to be relevant for his confirmation hearing?,Adger,94
2634,ch2.03.*.03,The man chuckle.,Adger,10
2635,ch2.03.*.04,The child wail.,Adger,2
2637,ch2.03.*.06,The flower bloom.,Adger,78
2638,ch2.03.*.07,The woman laugh.,Adger,22
2639,ch2.03.*.08,The ox sleep.,Adger,92
2640,ch2.04.*.01,The pigs grunts.,Adger,56
2641,ch2.04.*.02,The bears snuffles.,Adger,2
2642,ch2.04.*.03,The men chuckles.,Adger,10
2643,ch2.04.*.04,The children wails.,Adger,98
2644,ch2.04.*.05,The dogs barks.,Adger,40
2645,ch2.04.*.06,The flowers blooms.,Adger,70
2648,ch2.53.*.01,The scissors is lost.,Adger,44
2649,ch2.53.*.02,The pants is dirty.,Adger,16
2650,ch2.53.*.03,The shorts is clean.,Adger,92
2651,ch2.53.*.04,The sunglasses is scratched.,Adger,86
2653,ch2.53.*.06,The tweezers is broken.,Adger,100
2655,ch2.53.*.08,The tongs is silver.,Adger,70
2666,ch2.68.g.03,They showed him to be successful.,Adger,94
2667,ch2.68.g.04,Everyone assumed her to be honest.,Adger,4
2669,ch2.68.g.06,Susan proved her to be guilty.,Adger,10
2671,ch2.68.g.08,Brian showed her to be shallow.,Adger,4
2679,ch2.69.g.08,Brian showed she was shallow.,Adger,10
2680,ch2.70.*.01,We all thought he to be unhappy.,Adger,30
2681,ch2.70.*.02,John believed she to be clever.,Adger,68
2683,ch2.70.*.04,Everyone assumed she to be honest.,Adger,22
2684,ch2.70.*.05,Mary found he to be thoughtful.,Adger,2
2685,ch2.70.*.06,Susan proved she to be guilty.,Adger,6
2686,ch2.70.*.07,Patty believed he to be trustworthy.,Adger,92
2690,ch2.71.*.03,They showed him was successful.,Adger,2
2705,ch2.81b.*.02,The pig grunteds.,Adger,2
2706,ch2.81b.*.03,The man chuckleds.,Adger,30
2707,ch2.81b.*.04,The child waileds.,Adger,86
2709,ch2.81b.*.06,The flower bloomeds.,Adger,104
2710,ch2.81b.*.07,The woman laugheds.,Adger,54
2711,ch2.81b.*.08,The ox slepts.,Adger,2
2712,ch3.112.*.01,Andy demonized old.,Adger,4
2714,ch3.112.*.03,Stanley controls friendly.,Adger,76
2716,ch3.112.*.05,Peter convinced young.,Adger,90
2718,ch3.112.*.07,James bought serious.,Adger,2
2719,ch3.112.*.08,Denise sent smooth.,Adger,2
2721,ch3.113.*.02,April put a book during the lecture.,Adger,68
2730,ch3.115.g.03,Jenny yelled the cheer.,Adger,4
2736,ch3.116.g.01,Genie chanted that she was tired.,Adger,4
2737,ch3.116.g.02,William read that he won the scholarship.,Adger,24
2738,ch3.116.g.03,Jenny yelled that she was angry.,Adger,14
2739,ch3.116.g.04,Tim repeated that he wanted to leave.,Adger,62
2741,ch3.116.g.06,Penny muttered that she was annoyed.,Adger,28
2744,ch3.117.*.01,Genie chanted the mirror.,Adger,28
2751,ch3.117.*.08,Annie disclosed the clouds.,Adger,10
2752,ch3.118-120.*.01,The bookcase ran.,Adger,102
2753,ch3.118-120.*.02,The airport panted.,Adger,2
2754,ch3.118-120.*.03,The fig chortled.,Adger,6
2755,ch3.118-120.*.04,The mountain slept.,Adger,36
2757,ch3.118-120.*.06,The flower snored.,Adger,2
2764,ch3.118-120.g.05,The professor thought.,Adger,88
2792,ch3.148.*.01,Julie became fond.,Adger,58
2793,ch3.148.*.02,Gary became fraught.,Adger,70
2794,ch3.148.*.03,Cindy became devoid.,Adger,24
2797,ch3.148.*.06,Sam became dear.,Adger,64
2811,ch3.15.g.04,"Very carefully, Anthony read in the library.",Adger,2
2813,ch3.15.g.06,"Fairly slowly, Jack walked at the gym.",Adger,2
2816,ch3.152.g.01,What Julie became was fond of the book.,Adger,2
2825,ch3.153.*.02,What Gary did with terror was become fraught.,Adger,48
2829,ch3.153.*.06,What Sam did to his wife was become dear.,Adger,4
2831,ch3.153.*.08,What Todd did in his beliefs was become zealous.,Adger,12
2855,ch3.18.g.08,The engaging professor lectured.,Adger,2
2858,ch3.19.*.03,Dog the happy barked.,Adger,4
2882,ch3.34.*.03,It's stopped suddenly that Bill and Ted.,Adger,4
2884,ch3.34.*.05,It's whispered secretly that Jessica and Glen.,Adger,16
2906,ch3.52.*.03,Jimmy is teachers.,Adger,4
2908,ch3.52.*.05,Frank is doctors.,Adger,4
2938,ch3.63.*.03,Jimmy is those teachers.,Adger,2
2939,ch3.63.*.04,Jessica is those students.,Adger,4
2941,ch3.63.*.06,Sarah is those kids.,Adger,4
2942,ch3.63.*.07,Jack is those patients.,Adger,10
2945,ch3.64.*.02,Margaret is the short boys.,Adger,36
2946,ch3.64.*.03,Jimmy is the mean teachers.,Adger,72
2947,ch3.64.*.04,Jessica is the lazy students.,Adger,50
2948,ch3.64.*.05,Frank is the experienced doctors.,Adger,100
2950,ch3.64.*.07,Jack is the suffering patients.,Adger,106
2951,ch3.64.*.08,Anna is the stray cats.,Adger,26
2954,ch3.65.*.03,Jimmy is some mean teachers who give pop quizzes.,Adger,4
2955,ch3.65.*.04,Jessica is some lazy students who skip class.,Adger,2
2959,ch3.65.*.08,Anna is some stray cats that meow loudly.,Adger,38
2968,ch3.74.*.01,Owners of a pig loves to eat truffles.,Adger,36
2969,ch3.74.*.02,Friends of a girl tries to tease boys.,Adger,96
2970,ch3.74.*.03,Parents of a student wants to annoy teachers.,Adger,94
2971,ch3.74.*.04,Spouses of a professor hopes to trick students.,Adger,84
2972,ch3.74.*.05,Administraters of a hospital needs to hire doctors.,Adger,86
2973,ch3.74.*.06,Managers of a tutor tries to help kids.,Adger,46
2974,ch3.74.*.07,Assistants of a nurse promises to comfort patients.,Adger,8
2978,ch3.77.g.03,It hailed.,Adger,28
2979,ch3.77.g.04,It stormed.,Adger,50
2980,ch3.77.g.05,It stormed.,Adger,50
2981,ch3.77.g.06,It hailed.,Adger,28
2985,ch3.79.*.02,The day snowed.,Adger,8
2986,ch3.79.*.03,The night hailed.,Adger,16
2989,ch3.79.*.06,The night hailed.,Adger,16
2990,ch3.79.*.07,The day snowed.,Adger,8
2994,ch3.92-94.*.03,Stanley controls.,Adger,24
2995,ch3.92-94.*.04,Susan threw.,Adger,104
2997,ch3.92-94.*.06,Leslie attempted.,Adger,98
2998,ch3.92-94.*.07,James bought.,Adger,2
2999,ch3.92-94.*.08,Denise sent.,Adger,70
3004,ch3.92-94.g.05,Peter convinced the judge.,Adger,10
3011,ch4.22d.*.04,Pass the class easily may not be possible.,Adger,92
3024,ch4.37.g.01,I shaved myself.,Adger,78
3028,ch4.37.g.05,I bathed myself.,Adger,90
3042,ch4.44.g.03,The policeman Tania called arrived.,Adger,2
3048,ch4.45.*.01,The man I saw shaved myself.,Adger,8
3049,ch4.45.*.02,The actress Bob interviewed dressed himself.,Adger,2
3050,ch4.45.*.03,The policeman Tania called fed herself.,Adger,110
3051,ch4.45.*.04,The doctor they saw praised themselves.,Adger,78
3052,ch4.45.*.05,The teacher I feared bathed myself.,Adger,100
3054,ch4.45.*.07,The mailman Rebecca insulted quesioned herself.,Adger,64
3055,ch4.45.*.08,The nurse they admired drove themselves.,Adger,36
3061,ch4.68a.*.06,Cheryl mailed to Laura it.,Adger,8
3073,ch4.69b-70b.g.02,Madeleine planned to catch the sardines and catch the sardines she did.,Adger,2
3076,ch4.69b-70b.g.05,Paul planned to buy a car and buy a car he did.,Adger,4
3086,ch4.69b.g.07,Brian kicked it to Ben.,Adger,12
3088,ch4.71.g.01,Benjamin said he would give the cloak to Lee and give the cloak to Lee he did.,Adger,20
3090,ch4.71.g.03,Tom thought he would send the letter to Bob and send the letter to Bob he did.,Adger,12
3091,ch4.71.g.04,Sally said she would take the ball from Tammy and take the ball from Tammy she did.,Adger,10
3092,ch4.71.g.05,Paul planned to accept the gift from Clark and accept the gift from Clark he did.,Adger,4
3093,ch4.71.g.06,Mona promised to mail the letter to Laura and mail the letter to Laura she did.,Adger,10
3094,ch4.71.g.07,Francis thought he would kick the ball to Ben and kick the ball to Ben he did.,Adger,8
3095,ch4.71.g.08,Tania said she would throw the frisbee to Kylie and throw the frisbee to Kylie she did.,Adger,14
3096,ch4.72.*.01,Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.,Adger,98
3098,ch4.72.*.03,Tom thought he would send the letter to Bob and send the letter he did to Bob.,Adger,86
3099,ch4.72.*.04,Sally said she would take the ball from Tammy and take the ball she did from Tammy.,Adger,2
3101,ch4.72.*.06,Mona promised to mail the letter to Laura and mail the letter she did to Laura.,Adger,26
3102,ch4.72.*.07,Francis thought he would kick the ball to Ben and kick the ball he did to Ben.,Adger,42
3103,ch4.72.*.08,Tania said she would throw the frisbee to Kylie and throw the frisbee she did to Kylie.,Adger,4
3113,ch5.13-14.*.02,Lisa might can pick up the dry cleaning.,Adger,8
3114,ch5.13-14.*.03,Alex may will come to the party tomorrow.,Adger,94
3115,ch5.13-14.*.04,Martin might should go to the dentist.,Adger,58
3116,ch5.13-14.*.05,Leslie may could miss school today.,Adger,36
3117,ch5.13-14.*.06,Don might would drive you home.,Adger,42
3119,ch5.13-14.*.08,Sean must should apologize for his behavior.,Adger,34
3152,ch5.140.*.01,Ryan never has flown an airplane.,Adger,110
3153,ch5.140.*.02,Terry never has driven a car.,Adger,102
3154,ch5.140.*.03,Sandra never has read a book.,Adger,82
3155,ch5.140.*.04,Veronica never has eaten a pie.,Adger,38
3156,ch5.140.*.05,Matt never has cleaned his room.,Adger,64
3157,ch5.140.*.06,Ron never has stolen money.,Adger,104
3158,ch5.140.*.07,Donna never has attended a party.,Adger,88
3159,ch5.140.*.08,Eve never has bought a watch.,Adger,64
3176,ch5.146.g.01,Jason didn't arrive.,Adger,2
3184,ch5.147-148.*.01,Jason didn't arrived.,Adger,2
3185,ch5.147-148.*.02,Marty didn't returned home.,Adger,102
3186,ch5.147-148.*.03,Jessica didn't paid her bills.,Adger,4
3187,ch5.147-148.*.04,Holly didn't finished the report.,Adger,84
3188,ch5.147-148.*.05,Todd didn't told the truth.,Adger,78
3189,ch5.147-148.*.06,Sarah didn't answered the question.,Adger,104
3191,ch5.147-148.*.08,Kyle didn't apologized for the prank.,Adger,10
3196,ch5.19-20.g.05,I predicted she was guilty.,Adger,6
3200,ch5.21-22.*.01,I believed she is pregnant.,Adger,68
3201,ch5.21-22.*.02,I thought he is honest.,Adger,102
3203,ch5.21-22.*.04,I guessed he is married.,Adger,36
3204,ch5.21-22.*.05,I predicted she is guilty.,Adger,12
3205,ch5.21-22.*.06,I thought he is back in town.,Adger,96
3206,ch5.21-22.*.07,I believed she is sick.,Adger,28
3219,ch5.27-28.*.04,I guessed he shall be married.,Adger,68
3220,ch5.27-28.*.05,I predicted she may be guilty.,Adger,2
3221,ch5.27-28.*.06,I thought he can be back in town.,Adger,66
3222,ch5.27-28.*.07,I believed she will be sick.,Adger,82
3223,ch5.27-28.*.08,I assumed he shall be innocent.,Adger,78
3224,ch5.31.*.01,Dale might loved Clare.,Adger,74
3225,ch5.31.*.02,Marie could bought the book.,Adger,2
3226,ch5.31.*.03,Tim should ate the apple.,Adger,2
3227,ch5.31.*.04,Vince would cooked dinner.,Adger,12
3228,ch5.31.*.05,Helen would rode the bus.,Adger,100
3229,ch5.31.*.06,Jill should listened to the radio.,Adger,10
3231,ch5.31.*.08,Evan might sold the house.,Adger,56
3256,ch5.38.*.01,Benjamin said he ran away and ran away he.,Adger,76
3257,ch5.38.*.02,Madeleine said she caught the sardines and caught the sardines she.,Adger,46
3258,ch5.38.*.03,Tom said he won the trophy and won the trophy he.,Adger,56
3259,ch5.38.*.04,Sally said she organized the meeting and organized the meeting she.,Adger,50
3260,ch5.38.*.05,Paul said he bought a car and bought a car he.,Adger,56
3262,ch5.38.*.07,Francis said he passed the class and passed the class he.,Adger,92
3263,ch5.38.*.08,Tania said she hit a home run and hit a home run she.,Adger,6
3265,ch5.39.g.02,Madeleine said she caught the sardines and caught the sardines she did.,Adger,2
3272,ch5.45-46.*.01,She tried to left.,Adger,22
3273,ch5.45-46.*.02,We wanted to ate cake.,Adger,2
3274,ch5.45-46.*.03,He promised to behaved.,Adger,2
3277,ch5.45-46.*.06,I promised to helped after school.,Adger,16
3279,ch5.45-46.*.08,We tried to explained ourselves.,Adger,28
3281,ch5.47-48.*.02,We wanted to can eat cake.,Adger,94
3286,ch5.47-48.*.07,She wanted to can take a vacation.,Adger,12
3293,ch5.49.*.06,I promised to do help after school.,Adger,88
3303,ch5.50.g.08,Vivian promised to watche the kids and Neil agreed to as well.,Adger,88
3314,ch5.8.*.03,Caroline bake can cupcakes.,Adger,2
3316,ch5.8.*.05,Alicia find will a new job.,Adger,2
3336,ch5.84.*.01,"I'd planned to have finished, and have finished I did.",Adger,2
3344,ch5.84.g.01,"I'd planned to have finished, and finished I have",Adger,44
3350,ch5.84.g.07,"I'd planned to have motivated them, and motivated them I have.",Adger,22
3353,ch5.9.*.02,What Brian does is must call Susan.,Adger,40
3354,ch5.9.*.03,What Caroline does is can bake cupcakes.,Adger,102
3355,ch5.9.*.04,What Richard does is should stay home today.,Adger,40
3356,ch5.9.*.05,What Alicia does is will find a new job.,Adger,34
3357,ch5.9.*.06,What Kelly does is may forget her homework.,Adger,8
3358,ch5.9.*.07,What San does is can lift 300 pounds.,Adger,42
3359,ch5.9.*.08,What Cassandra does is must be home before midnight.,Adger,2
3376,ch5.93.*.01,Jason is having argued with Noel.,Adger,38
3377,ch5.93.*.02,Carrie is having baked brownies.,Adger,104
3382,ch5.93.*.07,Allison is having met with patients.,Adger,12
3405,ch6.102.*.06,There were closed four schools by the budget cuts.,Adger,10
3406,ch6.102.*.07,There were performed six marriages by the minister.,Adger,72
3407,ch6.102.*.08,There were robbed eight casinos by the criminals.,Adger,4
3416,ch6.106.*.01,Elliot quickly may free the animals.,Adger,12
3418,ch6.106.*.03,Lewis easily will pass the test.,Adger,98
3420,ch6.106.*.05,Tania thoroughly should check her work.,Adger,102
3421,ch6.106.*.06,Jenny accurately will calculate the results.,Adger,2
3422,ch6.106.*.07,Nick safely will transport the cargo.,Adger,20
3423,ch6.106.*.08,Dennis carefully must place the vase back on the shelf.,Adger,100
3437,ch6.108-109.g.06,Jenny would accurately have calculatd the results.,Adger,26
3440,ch6.112-113.*.01,Garry failed often calculus exams.,Adger,4
3443,ch6.112-113.*.04,Sam read slowly the report.,Adger,6
3444,ch6.112-113.*.05,Natalie lifted easily the weights.,Adger,2
3447,ch6.112-113.*.08,Tracy inspected thoroughly the damage.,Adger,90
3453,ch6.112-113.g.06,Fred safely drove the car.,Adger,16
3456,ch6.38.g.01,She has kissed her.,Adger,2
3458,ch6.38.g.03,He has called him.,Adger,2
3471,ch6.39.*.08,Me invited them to the party.,Adger,8
3472,ch6.40.*.01,She has kissed she.,Adger,2
3473,ch6.40.*.02,I offered they some tea.,Adger,96
3474,ch6.40.*.03,He has called he.,Adger,82
3475,ch6.40.*.04,They sent I a birthday card.,Adger,26
3477,ch6.40.*.06,She told I to go home.,Adger,2
3478,ch6.40.*.07,He asked she to borrow the car.,Adger,96
3479,ch6.40.*.08,I invited they to the party.,Adger,42
3488,ch6.45b.*.01,There was him in the garden.,Adger,38
3489,ch6.45b.*.02,There was her in the classroom.,Adger,44
3490,ch6.45b.*.03,There were us at the concert.,Adger,52
3491,ch6.45b.*.04,There was me at the meeting.,Adger,42
3492,ch6.45b.*.05,There was me in the kitchen.,Adger,50
3493,ch6.45b.*.06,There were us cleaning the house.,Adger,4
3494,ch6.45b.*.07,There was her tending the bar.,Adger,22
3495,ch6.45b.*.08,There was him grooming the dog.,Adger,8
3520,ch6.58.g.01,He has known him.,Adger,4
3522,ch6.58.g.03,They have insired me.,Adger,96
3537,ch6.9-10.*.02,Twins have many been studied by doctors.,Adger,106
3538,ch6.9-10.*.03,Teachers have most been certified by the state.,Adger,20
3539,ch6.9-10.*.04,Parents have many taken child safety classes.,Adger,48
3542,ch6.9-10.*.07,Shoes have many been designed for serious hiking.,Adger,74
3552,ch6.93.*.01,The clothes were stole.,Adger,2
3556,ch6.93.*.05,The treasure was hid.,Adger,20
3557,ch6.93.*.06,The winner was chose.,Adger,10
