dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
LI,,,,37.3.becker.5a.g.06,They fear being left behind.,37.3.becker.5b.*.06,They seem being left behind.
LI,,,,37.3.becker.5a.g.07,We despise getting bills in the mail.,37.3.becker.5b.*.07,We happen getting bills in the mail.
LI,,,,37.3.becker.5a.g.08,They love receiving large presents.,37.3.becker.5b.*.08,They tend receiving large presents.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.01,The tree grew a century's growth within only ten years.,37.4.nakajima.20e.*.01,He existed a dangerous existence.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.02,The stock market dropped its largest drop in three years today.,37.4.nakajima.20e.*.02,The coup d'etat occurred a sudden occurrence in the Middle East.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.03,Stanley watched as the ball bounced a funny little bounce right into the shortstop's glove.,37.4.nakajima.20e.*.03,The train arrived a punctual arrival.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.04,"The apples fell just a short fall to the lower deck, and so were not too badly bruised.",37.4.nakajima.20e.*.04,The submarine emerged an abrupt emergence.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.05,My daughter grew a year's growth in just three months.,37.4.nakajima.20e.*.05,The sun appeared a bright appearance this morning.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.06,The price of oil dropped a substantial drop today.,37.4.nakajima.20e.*.06,My flight arrived a late arrival.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.07,"The glass fell just a short fall to the floor, but it broke anyway.",37.4.nakajima.20e.*.07,The storm emerged a sudden emergence.
LI,,[original & SSA version unofficially unmatched (adverbials come and go)],,37.4.nakajima.4a.g.08,The tennis players watched the ball bounce a crazy bounce off the line.,37.4.nakajima.20e.*.08,My parents appeared an unexpected appearance last night.
LI,,,,38.2.hornstein.3c.g.01,How many books were there on the table?,38.2.hornstein.3c.*.01,How many books there were on the table?
LI,,,,38.2.hornstein.3c.g.02,How much money is there in your account?,38.2.hornstein.3c.*.02,How much money there is in your account?
LI,,,,38.2.hornstein.3c.g.03,How few people were there at the rally?,38.2.hornstein.3c.*.03,How few people there were at the rally?
LI,,,,38.2.hornstein.3c.g.04,How little action was there in the movie?,38.2.hornstein.3c.*.04,How little action there was in the movie?
LI,,,,38.2.hornstein.3c.g.05,How many beers are there in the fridge?,38.2.hornstein.3c.*.05,How many beers there are in the fridge?
LI,,,,38.2.hornstein.3c.g.06,How much wine is there in the bottle?,38.2.hornstein.3c.*.06,How much wine there is in the bottle?
LI,,,,38.2.hornstein.3c.g.07,How few copies are there at the store?,38.2.hornstein.3c.*.07,How few copies there are at the store?
LI,,,,38.2.hornstein.3c.g.08,How little snow was there on the sidewalk?,38.2.hornstein.3c.*.08,How little snow there was on the sidewalk?
LI,,,,38.2.hornstein.4b.g.01,Into which room walked three men?,38.2.hornstein.4c.*.01,Into which room did walk three men?
LI,,,,38.2.hornstein.4b.g.02,Down which street drove two cars?,38.2.hornstein.4c.*.02,Down which street did drive two cars?
LI,,,,38.2.hornstein.4b.g.03,Up which hill ran four horses?,38.2.hornstein.4c.*.03,Up which hill did run four horses?
LI,,(not very good as loc. inv.),,38.2.hornstein.4b.g.04,In which field played two teams?,38.2.hornstein.4c.*.04,In which field did play two teams?
LI,,,,38.2.hornstein.4b.g.05,Along which beach strolled four couples?,38.2.hornstein.4c.*.05,Along which beach did stroll four couples?
LI,,,,38.2.hornstein.4b.g.06,Around which track raced three drivers?,38.2.hornstein.4c.*.06,Around which track did race three drivers?
LI,,,,38.2.hornstein.4b.g.07,Over which bridge drove six trucks?,38.2.hornstein.4c.*.07,Over which bridge did drive six trucks?
LI,,,,38.2.hornstein.4b.g.08,Through which tunnel raced five sports cars?,38.2.hornstein.4c.*.08,Through which tunnel did race five sports cars?
LI,,,,38.2.hornstein.4d.g.01,Into which room did three men walk?,38.2.hornstein.4e.*.01,Into which room three men walked?
LI,,,,38.2.hornstein.4d.g.02,Down which hill did the car roll?,38.2.hornstein.4e.*.02,Down which hill the car rolled?
LI,,,,38.2.hornstein.4d.g.03,Through which door did the soldiers enter?,38.2.hornstein.4e.*.03,Through which door the soldiers entered?
LI,,V and NP transposed!!,,38.2.hornstein.4d.g.04,From which direction did the fire come?,38.2.hornstein.4e.*.04,From which direction came the fire?
LI,,V and NP transposed!!,,38.2.hornstein.4d.g.05,Onto which floor did the wine glass fall?,38.2.hornstein.4e.*.05,Onto which floor fell the wine glass?
LI,,V and NP transposed!!,,38.2.hornstein.4d.g.06,Around which corner did the survivors run?,38.2.hornstein.4e.*.06,Around which corner ran the survivors?
LI,,V and NP transposed!!,,38.2.hornstein.4d.g.07,Over which hill did a helicopter fly?,38.2.hornstein.4e.*.07,Over which hill flew a helicopter?
LI,,V and NP transposed!!,,38.2.hornstein.4d.g.08,Up which staircase did the rescuers walk?,38.2.hornstein.4e.*.08,Up which staircase walked the rescuers?
LI,,,,38.3.haddican.39.g.01,"Blake said that he would beard his tormentor before the night was up, but the actual doing of it proved rather difficult.",38.3.haddican.39.*.01,"Blake said that he would beard his tormentor before the night was up, but the actual doing of so proved rather difficult."
LI,,,,38.3.haddican.39.g.02,"My roommate said that he would bring home more milk, but the actual doing of it remains to be seen.",38.3.haddican.39.*.02,"My roommate said that he would bring home more milk, but the actual doing of so remains to be seen."
LI,,,,38.3.haddican.39.g.03,"Megan said that Ben might propose to her, but the actual doing of it would take much courage.",38.3.haddican.39.*.03,"Megan said that Ben might propose to her, but the actual doing of so would take much courage."
LI,,,,38.3.haddican.39.g.04,"The dentist said that I should start flossing, but the actual doing of it is burdensome.",38.3.haddican.39.*.04,"The dentist said that I should start flossing, but the actual doing of so is burdensome."
LI,,(inanimate subject; potential backwards anaphora),,38.3.haddican.39.g.05,"The label said that he should handle the package with care, but the actual doing of it was not easy for the driver.",38.3.haddican.39.*.05,"The label said that he should handle the package with care, but the actual doing of so was not easy for the driver."
LI,,,,38.3.haddican.39.g.06,"Alex said we should take Sunset Blvd, but the actual doing of it was slowed down by heavy traffic.",38.3.haddican.39.*.06,"Alex said we should take Sunset Blvd, but the actual doing of so was slowed down by heavy traffic."
LI,,,,38.3.haddican.39.g.07,"The politicians said that we should use less gas, but the actual doing of it has proved very challenging.",38.3.haddican.39.*.07,"The politicians said that we should use less gas, but the actual doing of so has proved very challenging."
LI,,,,38.3.haddican.39.g.08,"Mr. Ted said we should write five pages each night, but the actual doing of it turned out to be impossible.",38.3.haddican.39.*.08,"Mr. Ted said we should write five pages each night, but the actual doing of so turned out to be impossible."
LI,,[unmatchable],,38.3.hirose.1a.g.01,From Alabama to Louisiana John played the banjo.,38.3.hirose.1b.*.01,To Mary for Bill I gave a book.
LI,,[unmatchable],,38.3.hirose.1a.g.02,From January to March he stayed with his uncle.,38.3.hirose.1b.*.02,On her parents for money Melanie relied.
LI,,[unmatchable],,38.3.hirose.1a.g.03,From 9 a.m. to 5 p.m. Suzanne works in a cubicle.,38.3.hirose.1b.*.03,To the neighbors about the noise the old man complained.
LI,,[unmatchable],,38.3.hirose.1a.g.04,From here to the border Jeremy will be the driver.,38.3.hirose.1b.*.04,To the professor about my grade I talked.
LI,,[unmatchable],,38.3.hirose.1a.g.05,From Tuesday to Friday the store stays open until 9 p.m..,38.3.hirose.1b.*.05,To their girlfriends in French the musicians sang.
LI,,[unmatchable],,38.3.hirose.1a.g.06,From 1939 to 1945 the world was at war.,38.3.hirose.1b.*.06,To the store on a bike Francois rode.
LI,,[unmatchable],,38.3.hirose.1a.g.07,From the Atlantic to the Pacific there are people who oppose immigration reform.,38.3.hirose.1b.*.07,With the generals about a new approach the President talked.
LI,,[unmatchable],,38.3.hirose.1a.g.08,From New York to London the plane encountered little turbulence.,38.3.hirose.1b.*.08,At your spouse on the phone you should n't yell.
LI,,,,38.3.hirose.3a.g.01,It will take three to five days for him to recover.,38.3.hirose.4a.*.01,It will take from three five days for him to recover.
LI,,,,38.3.hirose.3a.g.02,It will take two to four hours for the plumber to fix the leak.,38.3.hirose.4a.*.02,It will take from two four hours for the plumber to fix the leak.
LI,,,,38.3.hirose.3a.g.03,It will take six to eight weeks for your furniture to be delivered.,38.3.hirose.4a.*.03,It will take from six eight weeks for your furniture to be delivered.
LI,,,,38.3.hirose.3a.g.04,It will take eight to ten minutes for the material to harden.,38.3.hirose.4a.*.04,It will take from eight ten minutes for the material to harden.
LI,,,,38.3.hirose.3a.g.05,It will take two to three months for the medication to work.,38.3.hirose.4a.*.05,It will take from two three months for the medication to work.
LI,,,,38.3.hirose.3a.g.06,It will take 20 to 25 years for this roof to leak again.,38.3.hirose.4a.*.06,It will take from 20 25 years for this roof to leak again.
LI,,,,38.3.hirose.3a.g.07,It will take three to four hours for most girls to get ready for the prom.,38.3.hirose.4a.*.07,It will take from three four hours for most girls to get ready for the prom.
LI,,,,38.3.hirose.3a.g.08,It will take five to seven days for your cat to feel better.,38.3.hirose.4a.*.08,It will take from five seven days for your cat to feel better.
LI,,,,38.3.landau.31a.g.01,They slept an hour and then went to work.,38.3.landau.31b.*.01,"An hour, they slept, and then went to work."
LI,,,,38.3.landau.31a.g.02,We walked a few minutes and then sat down on a bench.,38.3.landau.31b.*.02,"A few minutes, we walked, and then sat down on a bench."
LI,,,,38.3.landau.31a.g.03,The twins jogged an hour and then swam a mile.,38.3.landau.31b.*.03,"An hour, the twins jogged, and then swam a mile."
LI,,,,38.3.landau.31a.g.04,Sandy worked five months and then went on vacation.,38.3.landau.31b.*.04,"Five months, Sandy worked, and then went on vacation."
LI,,,,38.3.landau.31a.g.05,He lingered a minute and then joined the celebration.,38.3.landau.31b.*.05,"A minute, he lingered, and then joined the celebration."
LI,,,,38.3.landau.31a.g.06,We shopped an entire afternoon and finally found the right dress.,38.3.landau.31b.*.06,"An entire afternoon, we shopped, and finally found the right dress."
LI,,,,38.3.landau.31a.g.07,Patti and Marcia talked a while and then took a bus downtown.,38.3.landau.31b.*.07,"A while, Patti and Marcia talked, and then took a bus downtown."
LI,,,,38.3.landau.31a.g.08,The newlyweds travelled a few days and then settled down at a motel.,38.3.landau.31b.*.08,"A few days, the newlyweds travelled, and then settled down at a motel."
LI,,,,38.3.landau.38a.g.01,George kicked the boy the ball.,38.3.landau.39a.*.01,Who did George kick the ball?
LI,,,,38.3.landau.38a.g.02,Fred baked the kids coconut cookies.,38.3.landau.39a.*.02,Who did Fred bake coconut cookies?
LI,,,,38.3.landau.38a.g.03,You will give the keys to Maxine.,38.3.landau.39a.*.03,Who will you give the keys?
LI,,,,38.3.landau.38a.g.04,I should send my congressman the letter.,38.3.landau.39a.*.04,Who should I send the letter?
LI,,‘her husband' → 'his wife',,38.3.landau.38a.g.05,Larry cooked her husband the meal.,38.3.landau.39a.*.05,Who did Larry cook the meal?
LI,,,,38.3.landau.38a.g.06,Sebastian lent Roxanne his history notes.,38.3.landau.39a.*.06,Who did Sebastian lend his history notes?
LI,,,,38.3.landau.38a.g.07,You bought your daughter the teddy bear.,38.3.landau.39a.*.07,Who did you buy the teddy bear?
LI,,,,38.3.landau.38a.g.08,They brought Mr. Sheldrake the contract.,38.3.landau.39a.*.08,Who did they bring the contract?
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.01,There seems to be a man in the garden.,38.4.Boskovic.4.*.01,There seems a man to be in the garden.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.02,There appears to be a duck in the back yard.,38.4.Boskovic.4.*.02,There appears a duck to be in the back yard.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.03,There seems to be a box on your doorstep.,38.4.Boskovic.4.*.03,There seems a box to be on your doorstep.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.04,There appears to be a book on the coffee table.,38.4.Boskovic.4.*.04,There appears a book to be on the coffee table.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.05,There seems to be a gun under his jacket.,38.4.Boskovic.4.*.05,There seems a gun to be under his jacket.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.06,There appears to be a problem with the space shuttle.,38.4.Boskovic.4.*.06,There appears a problem to be with the space shuttle.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.07,There seems to be a stain on my pants.,38.4.Boskovic.4.*.07,There seems a stain to be on my pants.
LI,,"[Tests the same contrast as 33.2.bowers.31a2.g/c.*, hence dropped latter]; [Control structure same as used for 34.3.landau.32c.*.01]",,38.4.Boskovic.17a.g.08,There appears to be a scratch on this CD.,38.4.Boskovic.4.*.08,There appears a scratch to be on this CD.
LI,,VERIFY,,38.4.kallulli.10a.g.01,The ship was sunk deliberately.,38.4.kallulli.10b.*.01,The ship sank deliberately.
LI,,VERIFY,,38.4.kallulli.10a.g.02,The chamber was flooded intentionally.,38.4.kallulli.10b.*.02,The chamber flooded intentionally.
LI,,VERIFY,,38.4.kallulli.10a.g.03,The reward was doubled deliberately.,38.4.kallulli.10b.*.03,The reward doubled deliberately.
LI,,VERIFY,,38.4.kallulli.10a.g.04,The freezer was defrosted intentionally.,38.4.kallulli.10b.*.04,The freezer defrosted intentionally.
LI,,VERIFY,,38.4.kallulli.10a.g.05,The pool was emptied deliberately.,38.4.kallulli.10b.*.05,The pool emptied deliberately.
LI,,VERIFY,,38.4.kallulli.10a.g.06,The balloon was burst intentionally.,38.4.kallulli.10b.*.06,The balloon burst intentionally.
LI,,VERIFY,,38.4.kallulli.10a.g.07,The pond was drained deliberately.,38.4.kallulli.10b.*.07,The pond drained deliberately.
LI,,VERIFY,,38.4.kallulli.10a.g.08,The meat was thawed intentionally.,38.4.kallulli.10b.*.08,The meat thawed intentionally.
LI,,,,38.4.kallulli.4b.g.01,Eva was killed by John.,38.4.kallulli.4b.*.01,Eva was killed from John.
LI,,,,38.4.kallulli.4b.g.02,Hillary was interviewed by the FBI.,38.4.kallulli.4b.*.02,Hillary was interviewed from the FBI.
LI,,,,38.4.kallulli.4b.g.03,Steve was scolded by his teacher.,38.4.kallulli.4b.*.03,Steve was scolded from his teacher.
LI,,,,38.4.kallulli.4b.g.04,Caroline was congratulated by her coworkers.,38.4.kallulli.4b.*.04,Caroline was congratulated from her coworkers.
LI,,,,38.4.kallulli.4b.g.05,Dale was suspended by the principal.,38.4.kallulli.4b.*.05,Dale was suspended from the principal.
LI,,,,38.4.kallulli.4b.g.06,Linda was hired by Theresa.,38.4.kallulli.4b.*.06,Linda was hired from Theresa.
LI,,,,38.4.kallulli.4b.g.07,Marcie was fired by her manager.,38.4.kallulli.4b.*.07,Marcie was fired from her manager.
LI,,,,38.4.kallulli.4b.g.08,John was kissed by his mother.,38.4.kallulli.4b.*.08,John was kissed from his mother.
LI,,,,38.4.kallulli.9a.g.01,The boat was sunk to collect the insurance.,38.4.kallulli.9b.*.01,The boat sank to collect the insurance.
LI,,,,38.4.kallulli.9a.g.02,The chamber was flooded to drown the spiders.,38.4.kallulli.9b.*.02,The chamber flooded to drown the spiders.
LI,,,,38.4.kallulli.9a.g.03,The reward was doubled to help catch the thief.,38.4.kallulli.9b.*.03,The reward doubled to help catch the thief.
LI,,,,38.4.kallulli.9a.g.04,The freezer was defrosted to remove the ice build-up.,38.4.kallulli.9b.*.04,The freezer defrosted to remove the ice build-up.
LI,,,,38.4.kallulli.9a.g.05,The pool was emptied to find the ring.,38.4.kallulli.9b.*.05,The pool emptied to find the ring.
LI,,,,38.4.kallulli.9a.g.06,The balloon was burst to punish the child.,38.4.kallulli.9b.*.06,The balloon burst to punish the child.
LI,,,,38.4.kallulli.9a.g.07,The pond was drained to reduce mosquitoes.,38.4.kallulli.9b.*.07,The pond drained to reduce mosquitoes.
LI,,,,38.4.kallulli.9a.g.08,The specimen was thawed to study it more closely.,38.4.kallulli.9b.*.08,The specimen thawed to study it more closely.
LI,,VERIFY,,39.1.sobin.21c.g.01,"John broke a cup, and Mary did so too.",39.1.sobin.20c.*.01,"John broke a cup, and Mary did so with a saucer."
LI,,VERIFY,,39.1.sobin.21c.g.02,"Sarah ate a hot dog, and Marcie did so too.",39.1.sobin.20c.*.02,"Sarah ate a hot dog, and Marcie did so with a hamburger."
LI,,VERIFY,,39.1.sobin.21c.g.03,"Ricky threw a baseball, and Michael did so too.",39.1.sobin.20c.*.03,"Ricky threw a baseball, and Michael did so with a football."
LI,,VERIFY,,39.1.sobin.21c.g.04,"Sammy ordered a steak, and Richie did so too.",39.1.sobin.20c.*.04,"Sammy ordered a steak, and Richie did so with a veal cutlet."
LI,,VERIFY,,39.1.sobin.21c.g.05,"Lonnie dropped a book, and Gabby did so too.",39.1.sobin.20c.*.05,"Lonnie dropped a book, and Gabby did so with a pencil."
LI,,VERIFY,,39.1.sobin.21c.g.06,"Amanda lost a key, and Jennie did so too.",39.1.sobin.20c.*.06,"Amanda lost a key, and Jennie did so with a credit card."
LI,,VERIFY,,39.1.sobin.21c.g.07,"Eldon deleted a file, and Francesca did so too.",39.1.sobin.20c.*.07,"Eldon deleted a file, and Francesca did so with a folder."
LI,,VERIFY,,39.1.sobin.21c.g.08,"Milton stole a candy bar, and Andy did so too.",39.1.sobin.20c.*.08,"Milton stole a candy bar, and Andy did so with a pack of gum."
LI,,VERIFY,,40.1.caponigro.23cf.g.01,Jack came with the person he is in love with.,40.1.caponigro.23a.*.01,Jack came the person he is in love with.
LI,,VERIFY,,40.1.caponigro.23cf.g.02,Lisa arrived after the professor.,40.1.caponigro.23a.*.02,Lisa arrived the professor.
LI,,VERIFY,,40.1.caponigro.23cf.g.03,Dylan played tennis with his doubles partner.,40.1.caponigro.23a.*.03,Dylan played tennis his doubles partner.
LI,,VERIFY,,40.1.caponigro.23cf.g.04,Kelly attended the party with her boyfriend.,40.1.caponigro.23a.*.04,Kelly attended the party her boyfriend.
LI,,VERIFY,,40.1.caponigro.23cf.g.05,Linda graduated high school before her brother.,40.1.caponigro.23a.*.05,Linda graduated high school her brother.
LI,,VERIFY,,40.1.caponigro.23cf.g.06,Mark went roller-skating with his new girlfriend.,40.1.caponigro.23a.*.06,Mark went roller-skating his new girlfriend.
LI,,VERIFY,,40.1.caponigro.23cf.g.07,Larry applied for the job after the deadline.,40.1.caponigro.23a.*.07,Larry applied for the job the deadline.
LI,,VERIFY,,40.1.caponigro.23cf.g.08,Brittany bought the car with her cousin.,40.1.caponigro.23a.*.08,Brittany bought the car her cousin.
LI,,,,40.1.caponigro.25b.g.01,Lily will dance with the person the king chooses.,40.1.caponigro.25b.*.01,Lily will dance who the king chooses.
LI,,,,40.1.caponigro.25b.g.02,Fred works on the things Jack despises.,40.1.caponigro.25b.*.02,Fred works what Jack despises.
LI,,,,40.1.caponigro.25b.g.03,Leonard talks about the things Sally likes.,40.1.caponigro.25b.*.03,Leonard talks what Sally likes.
LI,,,,40.1.caponigro.25b.g.04,Tanya will laugh at the people Lisa chooses.,40.1.caponigro.25b.*.04,Tanya will laugh who Lisa chooses.
LI,,,,40.1.caponigro.25b.g.05,Joe chuckled about the things Vince said.,40.1.caponigro.25b.*.05,Joe chuckled what Vince said.
LI,,,,40.1.caponigro.25b.g.06,Iris scoffs at the things I read.,40.1.caponigro.25b.*.06,Iris scoffs what I read.
LI,,,,40.1.caponigro.25b.g.07,Sophie dances for the people she likes.,40.1.caponigro.25b.*.07,Sophie dances who she likes.
LI,,,,40.1.caponigro.25b.g.08,Eric stares at the people he envies.,40.1.caponigro.25b.*.08,Eric stares who he envies.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.01,Sherry met a man who she found herself very fond of.,40.1.heck.5b.*.01,Sherry met a man very fond of whom she found herself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.02,Nate argued with a manager who he later found himself subordinate to.,40.1.heck.5b.*.02,Nate argued with a manager technically subordinate to who he later found himself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.03,Carrie fired an assistant who she later found herself to be dependent on.,40.1.heck.5b.*.03,Carrie fired an assistant dependent on who she later found herself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.04,Pete was forced to talk to a teacher who he finds himself generally wary of.,40.1.heck.5b.*.04,Pete was forced to talk to a teacher generally wary of who he finds himself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.05,Helen listened to the advice of a doctor who she usually finds herself skeptical of.,40.1.heck.5b.*.05,Helen listened to the advice of a doctor usually skeptical of who she finds herself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.06,Cindy's mother cautioned her not to date a guy who she finds herself too similar to.,40.1.heck.5b.*.06,Cindy's mother cautioned her not to date a guy too similar to who she finds herself.
LI,,"[SSA shouldn't have changed 'whom' to 'who']; missing ""he"" after ""who""",,40.1.heck.5b.g.07,Eric began a romantic relationship with an employee who he later found himself superior to.,40.1.heck.5b.*.07,Eric began a romantic relationship with an employee superior to who later found himself.
LI,,[SSA shouldn't have changed 'whom' to 'who'],,40.1.heck.5b.g.08,Rebecca married a man who she intends to stay true to.,40.1.heck.5b.*.08,Rebecca married a man true to who she intends to stay.
LI,,,,40.1.stepanov.4a.g.01,Who bought what?,40.1.stepanov.4b.*.01,What did who buy?
LI,,,,40.1.stepanov.4a.g.02,Who said what?,40.1.stepanov.4b.*.02,What did who say?
LI,,,,40.1.stepanov.4a.g.03,Who ate what?,40.1.stepanov.4b.*.03,What did who eat?
LI,,,,40.1.stepanov.4a.g.04,Who stole what?,40.1.stepanov.4b.*.04,What did who steal?
LI,,,,40.1.stepanov.4a.g.05,Who brought what?,40.1.stepanov.4b.*.05,What did who bring?
LI,,,,40.1.stepanov.4a.g.06,Who read what?,40.1.stepanov.4b.*.06,What did who read?
LI,,,,40.1.stepanov.4a.g.07,Who sold what?,40.1.stepanov.4b.*.07,What did who sell?
LI,,,,40.1.stepanov.4a.g.08,Who wore what?,40.1.stepanov.4b.*.08,What did who wear?
LI,,,,40.2.johnson.59b.g.01,Ice cream gives me brain-freeze in the morning.,40.2.johnson.59b.*.01,Ice cream gives me in the morning brain-freeze.
LI,,,,40.2.johnson.59b.g.02,She baked him a cake for his birthday.,40.2.johnson.59b.*.02,She baked him for his birthday a cake.
LI,,,,40.2.johnson.59b.g.03,John picked her some flowers before their date.,40.2.johnson.59b.*.03,John picked her before their date some flowers.
LI,,,,40.2.johnson.59b.g.04,He envied me my success after the promotion.,40.2.johnson.59b.*.04,He envied me after the promotion my success.
LI,,,,40.2.johnson.59b.g.05,He waved them goodbye at the end of the night.,40.2.johnson.59b.*.05,He waved them at the end of the night goodbye.
LI,,,,40.2.johnson.59b.g.06,They brought the animals some food after the zoo closed.,40.2.johnson.59b.*.06,They brought the animals after the zoo closed some food.
LI,,,,40.2.johnson.59b.g.07,We built them a new house after the earthquake.,40.2.johnson.59b.*.07,We built them after the earthquake a new house.
LI,,,,40.2.johnson.59b.g.08,She denied him the promotion after the deal fell through.,40.2.johnson.59b.*.08,She denied him after the deal fell through the promotion.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.01,Lloyd Webber musicals are easy to condemn without even watching.,40.4.hicks.23.*.01,Lloyd Webber musicals are likely to be condemned without anyone even watching.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.02,My dog is tough to groom without frightening.,40.4.hicks.23.*.02,My dog appears to have been groomed without anyone frightening.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.03,Certain fabrics are simple to cut without tearing.,40.4.hicks.23.*.03,Certain fabrics are likely to be cut without anyone tearing.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]; ""opposite meanings;  ""^is^ impossible""",,40.4.hicks.22.g.04,That movie impossible to watch without enjoying.,40.4.hicks.23.*.04,That movie seems to be watched without anyone enjoying.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.05,This sculpture will be hard to ship without breaking.,40.4.hicks.23.*.05,This sculpture seems to have been shipped without anyone breaking.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.06,Maggie is difficult to compliment without embarrassing.,40.4.hicks.23.*.06,Maggie is unlikely to be complimented without anyone embarrassing.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.07,This door is challenging to paint without opening.,40.4.hicks.23.*.07,This door is unlikely to be painted without anyone opening.
LI,,"[all our examples omit ""even"", and sound bad with it, suggesting a semantic nonparallelism]",,40.4.hicks.22.g.08,My favorite cookies are tricky to bake without burning.,40.4.hicks.23.*.08,My favorite cookies are certain to be baked without anyone burning.
LI,,,,41.1.Muller.14c.g.01,That Mary was going out with Luke bothered you.,41.1.Muller.14c.*.01,Who did that Mary was going out with bother you?
LI,,,,41.1.Muller.14c.g.02,That the principal would fire Euclid was expected by the reporters?,41.1.Muller.14c.*.02,Who was that the principal would fire expected by the reporters?
LI,,,,41.1.Muller.14c.g.03,That John's mother would ground him was anticipated by Suzette.,41.1.Muller.14c.*.03,Who was that John's mother would ground anticipated by Suzette?
LI,,,,41.1.Muller.14c.g.04,That the movers would break the vase was feared by the family.,41.1.Muller.14c.*.04,What was that the movers would break feared by the family?
LI,,,,41.1.Muller.14c.g.05,That the construction workers might uncover the treasure was known by the bank robber.,41.1.Muller.14c.*.05,What was that the construction workers might uncover known by the bank robber?
LI,,,,41.1.Muller.14c.g.06,That the computer needed more memory was explained by the technician.,41.1.Muller.14c.*.06,What was that the computer needed explained by the technician?
LI,,,,41.1.Muller.14c.g.07,That Martians kidnapped Marty was believed by no one.,41.1.Muller.14c.*.07,Who was that Martians kidnapped believed by no one?
LI,,,,41.1.Muller.14c.g.08,That the jail must release the notorious killer is accepted by few citizens.,41.1.Muller.14c.*.08,Who is that the jail must release accepted by few citizens?
LI,,,,41.1.Muller.25b.g.01,You wonder which picture of Marge is on sale.,41.1.Muller.25b.??(*).01,Who do you wonder which picture of is on sale?
LI,,,,41.1.Muller.25b.g.02,She wonders which story about Valerie is on the front page.,41.1.Muller.25b.??(*).02,Who does she wonder which story about is on the front page?
LI,,,,41.1.Muller.25b.g.03,You wonder which portrait of the president is on display.,41.1.Muller.25b.??(*).03,Who do you wonder which portrait of is on display?
LI,,,,41.1.Muller.25b.g.04,You wonder which article by Jackson is in print.,41.1.Muller.25b.??(*).04,Who do you wonder which article by is in print?
LI,,,,41.1.Muller.25b.g.05,You wonder which letter to Harry is in the mail.,41.1.Muller.25b.??(*).05,Who do you wonder which letter to is in the mail?
LI,,,,41.1.Muller.25b.g.06,Angela wonders which story about Elaine is online.,41.1.Muller.25b.??(*).06,Who does Angela wonder which story about is online?
