dataset,notes,typo?,id,sentence,judgement
LI,,,41.2.Bruening.33a.*.06,After the dinner party were waved the departing guests goodbye.,-1.00624
LI,,,41.2.Bruening.33a.*.07,During the heat wave were brought the animals kept at the zoo some water.,-0.64689
LI,,,41.2.Bruening.33a.*.08,During the cleanup were built the earthquake victims a new house.,-0.80847
LI,,,41.2.Bruening.33a.g.01,The tables we inherited from Aunt Selma were given a good scrubbing at that time.,0.445693
LI,,,41.2.Bruening.33a.g.02,The manager that I hired was denied a promotion at the end of the year.,1.181739
LI,,(odd passive to begin with?),41.2.Bruening.33a.g.03,The prom queen was picked some flowers before the award ceremony.,-0.67839
LI,,,41.2.Bruening.33a.g.04,The sick boy was baked a cake on his birthday.,0.45773
LI,,,41.2.Bruening.33a.g.05,The actor in the blockbuster movie was envied his success at the Oscars.,-0.14858
LI,,,41.2.Bruening.33a.g.06,The departing guests were waved goodbye after the dinner party.,-0.2439
LI,,,41.2.Bruening.33a.g.07,The animals kept at the zoo were brought some water during the heat wave.,0.407358
LI,,,41.2.Bruening.33a.g.08,The earthquake victims were built a new house during the cleanup.,0.541842
LI,,,41.2.Bruening.36a.g.01,The man that he gave the creeps to last night is over there.,-0.42506
LI,,,41.2.Bruening.36a.g.02,The generals that Ted gave hell to yesterday are quite embarrassed.,-0.13801
LI,,,41.2.Bruening.36a.g.03,The people that the construction noise gave a headache to this morning are furious.,-0.18094
LI,,,41.2.Bruening.36a.g.04,The tables that the bus boy gave a good scrubbing to before closing look great.,0.311775
LI,,,41.2.Bruening.36a.g.05,The child that the clown gave the creeps to at the party is still upset.,0.082398
LI,,,41.2.Bruening.36a.g.06,The apprentice that Donald gave hell to on last night's program is very worried.,0.222188
LI,,,41.2.Bruening.36a.g.07,The horse that the jockey gave a slap to on the track refuses to co-operate.,-0.03108
LI,,,41.2.Bruening.36a.g.08,The counter that the waitress gave a quick wipe to when we arrived was still wet.,-0.16183
LI,,,41.2.Bruening.36b.*.01,The man that he gave the creeps last night to is over there.,-0.51332
LI,,,41.2.Bruening.36b.*.02,The generals that Ted gave hell yesterday to are quite embarrassed.,-0.24565
LI,,,41.2.Bruening.36b.*.03,The people that the construction noise gave a headache this morning to are furious.,-0.84686
LI,,,41.2.Bruening.36b.*.04,The tables that the bus boy gave a good scrubbing before closing to look great.,-0.70828
LI,,,41.2.Bruening.36b.*.05,The child that the clown gave the creeps at the party to is still upset.,-0.07782
LI,,,41.2.Bruening.36b.*.06,The apprentice that Donald gave hell on last night's program to is very worried.,-0.46872
LI,,,41.2.Bruening.36b.*.07,The horse that the jockey gave a slap on the track to refuses to co-operate.,0.349385
LI,,,41.2.Bruening.36b.*.08,The counter that the waitress gave a quick wipe when we arrived to was still wet.,-0.1902
LI,,,41.2.Bruening.3a.g.01,The count gives me the creeps.,0.889437
LI,,,41.2.Bruening.3a.g.02,The lighting here gives me a headache.,1.22248
LI,,,41.2.Bruening.3a.g.03,The teacher denied George his extra credit.,1.354483
LI,,,41.2.Bruening.3a.g.04,The reporter envied me my success.,-0.28226
LI,,,41.2.Bruening.3a.g.05,The judge spared the murderer his life.,0.971142
LI,,,41.2.Bruening.3a.g.06,The IRS denied Lilly her refund.,1.402333
LI,,,41.2.Bruening.3a.g.07,The doctor envied the nurse her success.,-0.26177
LI,,,41.2.Bruening.3a.g.08,The police officer spared the prisoner an ordeal.,0.872057
LI,,,41.2.Bruening.3b.*.01,The count gives the creeps to me.,-0.14598
LI,,,41.2.Bruening.3b.*.02,The lighting here gives a headache to me.,-0.35883
LI,(backwards anaphora),,41.2.Bruening.3b.*.03,The teacher denied his extra credit to George.,0.254309
LI,,,41.2.Bruening.3b.*.04,The reporter envied my success to me.,-1.22072
LI,(backwards anaphora),,41.2.Bruening.3b.*.05,The judge spared his life to the murderer.,-0.89386
LI,(backwards anaphora),,41.2.Bruening.3b.*.06,The IRS denied her refund to Lilly.,-0.47087
LI,(backwards anaphora),,41.2.Bruening.3b.*.07,The doctor envied her success to the nurse.,-0.69472
LI,(backwards anaphora),,41.2.Bruening.3b.*.08,The police officer spared an ordeal to the prisoner.,-0.18819
LI,,,41.3.Costantini.2b.??.01,All the men seem to have all eaten supper.,0.289303
LI,,,41.3.Costantini.2b.??.02,All the boys appear to have all finished their homework.,0.592738
LI,,,41.3.Costantini.2b.??.03,All the games are likely to have all ended by now.,0.341492
LI,,,41.3.Costantini.2b.??.04,All the children are certain to have all been picked up.,0.26723
LI,,,41.3.Costantini.2b.??.05,All the muffins are unlikely to have all been eaten already.,-0.01604
LI,,,41.3.Costantini.2b.??.06,All the campers are expected to have all eaten by 7 o'clock.,0.136936
LI,,,41.3.Costantini.2b.??.07,All the transmitters seem to have all failed simultaneously.,1.164943
LI,,,41.3.Costantini.2b.??.08,All the postal workers seem to have all taken a break at the same time.,1.006553
LI,,,41.3.Costantini.2b.g.01,The men seem to have all eaten supper.,0.798619
LI,,,41.3.Costantini.2b.g.02,The boys appear to have all finished their homework.,0.908283
LI,,,41.3.Costantini.2b.g.03,The games are likely to have all ended by now.,0.671706
LI,,,41.3.Costantini.2b.g.04,The children are certain to have all been picked up.,0.375587
LI,,,41.3.Costantini.2b.g.05,The muffins are unlikely to have all been eaten already.,-0.24189
LI,,,41.3.Costantini.2b.g.06,The campers are expected to have all eaten by 7 o'clock.,0.825631
LI,,,41.3.Costantini.2b.g.07,The transmitters seem to have all failed simultaneously.,1.235551
LI,,,41.3.Costantini.2b.g.08,The postal workers seem to have all taken a break at the same time.,0.858636
LI,,,41.3.Landau.10a.g.01,The game was played wearing no shoes.,0.322568
LI,,,41.3.Landau.10a.g.02,The club was entered wearing no shirt.,-1.26338
LI,,,41.3.Landau.10a.g.03,The bed was slept in wearing no clothes.,-0.5178
LI,,,41.3.Landau.10a.g.04,The summit was reached sweating profusely.,-0.7349
LI,,,41.3.Landau.10a.g.05,The bottle was smashed while being drunk.,-0.61287
LI,,,41.3.Landau.10a.g.06,The papers were graded while being bored.,-0.9599
LI,,,41.3.Landau.10a.g.07,The car was driven while being tired.,-1.01405
LI,,,41.3.Landau.10a.g.08,The question was answered feeling nervous.,-0.63063
LI,(cf. the shoeless game),,41.3.Landau.10b.*.01,The game was played shoeless.,0.297985
LI,(cf. *the shirtless club),,41.3.Landau.10b.*.02,The club was entered shirtless.,-0.67835
LI,(*the naked bed),,41.3.Landau.10b.*.03,The bed was slept in naked.,-0.57154
LI,(*the sweaty summit),,41.3.Landau.10b.*.04,The summit was reached sweaty.,-0.76198
LI,(*the drunk bottle);,"  (shouldn't have stuck ""while"" in here)",41.3.Landau.10b.*.05,The bottle was smashed drunk.,-1.11231
LI,(*the bored papers); ditto,,41.3.Landau.10b.*.06,The papers were graded bored.,-1.14918
LI,(*?the tired car); ditto,,41.3.Landau.10b.*.07,The car was driven tired.,-0.61832
LI,(OK the nervous question),,41.3.Landau.10b.*.08,The question was answered nervous.,-0.78289
LI,,,41.3.Landau.24c.g.01,I told Mr. Smith that I wonder when to paint the fence together.,-0.80084
LI,,,41.3.Landau.24c.g.02,Mr. Fender realized that his wife hated to kiss in front of the kids.,0.694479
LI,,,41.3.Landau.24c.g.03,We knew that Prof. Barnacle arranged to meet after class.,0.508177
LI,,,41.3.Landau.24c.g.04,I informed Stan that I wanted to wash the car together.,0.810411
LI,,,41.3.Landau.24c.g.05,Jennie noticed that her boyfriend hoped to kiss in front of his parents.,-0.10971
LI,,spurious period,41.3.Landau.24c.g.06,We were sure that the teaching assistant. liked to meet before lecture.,-0.29686
LI,,,41.3.Landau.24c.g.07,I told Shelby that I am glad to assemble the bookshelves together.,0.075782
LI,,,41.3.Landau.24c.g.08,We are certain that Jason is afraid to meet tomorrow.,0.706995
LI,,,41.3.Landau.25c.*.01,I told Mr. Smith that I am able to paint the fence together.,-0.90499
LI,,,41.3.Landau.25c.*.02,Mr. Fender realized that his wife started to kiss in front of the kids.,-0.20118
LI,,,41.3.Landau.25c.*.03,We knew that Prof. Barnacle remembered to meet after class.,0.295703
LI,,,41.3.Landau.25c.*.04,I informed Stan that I must wash the car together.,-0.67041
LI,,,41.3.Landau.25c.*.05,Jennie noticed that her boyfriend dared to kiss in front of his parents.,-0.15048
LI,,spurious period,41.3.Landau.25c.*.06,We were sure that the teaching assistant. would fail to meet before lecture.,-0.4149
LI,,,41.3.Landau.25c.*.07,I told Shelby that I must assemble the bookshelves together.,0.154994
LI,,,41.3.Landau.25c.*.08,We are certain that Jason needs to meet tomorrow.,0.322291
LI,,,41.3.Landau.27b.*.01,His wife kissed in front of the kids.,-0.5162
LI,,,41.3.Landau.27b.*.02,Her husband hugged in front of the guests.,-0.29071
LI,,,41.3.Landau.27b.*.03,Her grandfather embraced at the dinner.,-0.96808
LI,,,41.3.Landau.27b.*.04,The manager met before the store opened.,-0.2844
LI,,,41.3.Landau.27b.*.05,The teacher spoke together after class.,-0.80834
LI,,,41.3.Landau.27b.*.06,The gardener painted the fence together.,-0.9306
LI,,,41.3.Landau.27b.*.07,His sister reunited at the family picnic.,-0.38528
LI,,,41.3.Landau.27b.*.08,Her cousin ate together at the cafe.,-0.93681
LI,,,41.3.Landau.27b.g.01,He and his wife kissed in front of the kids.,0.794993
LI,,,41.3.Landau.27b.g.02,She and her husband hugged in front of the guests.,0.885844
LI,,,41.3.Landau.27b.g.03,Her grandmother and grandfather embraced at the dinner.,0.570363
LI,,,41.3.Landau.27b.g.04,The manager and cashier met before the store opened.,1.187043
LI,('together' is odd here?),,41.3.Landau.27b.g.05,The teacher and principal spoke together after class.,1.361296
LI,,,41.3.Landau.27b.g.06,The gardener and handyman painted the fence together.,1.256629
LI,,,41.3.Landau.27b.g.07,His sister and brother reunited at the family picnic.,0.754798
LI,,,41.3.Landau.27b.g.08,Her aunt and cousin ate together at the cafe.,0.065391
LI,,,41.3.Landau.7b.*.01,I am now hiring for John to work with.,-0.85765
LI,,,41.3.Landau.7b.*.02,Fred leased for his son to drive.,-0.82775
LI,,,41.3.Landau.7b.*.03,Jaden ordered for her sister to wear to the dance.,-0.8943
LI,,,41.3.Landau.7b.*.04,Shannon stole for her family to enjoy.,-0.34493
LI,,,41.3.Landau.7b.*.05,Mr. Parker rents for his mother to stay in.,-0.89946
LI,,,41.3.Landau.7b.*.06,Mr. Feldon saves for his family to use in an emergency.,-0.1363
LI,,,41.3.Landau.7b.*.07,Ms. Murphy wrote for her students to use.,-0.94733
LI,,,41.3.Landau.7b.*.08,Mrs. Phelps knitted for her dog to wear.,-1.1267
LI,,,41.3.Landau.7b.g.01,I am now hiring people for John to work with.,0.63653
LI,,,41.3.Landau.7b.g.02,Fred leased a car for his son to drive.,1.057516
LI,,,41.3.Landau.7b.g.03,Jaden ordered a dress for her sister to wear to the dance.,0.883681
LI,,,41.3.Landau.7b.g.04,Shannon stole food for her family to enjoy.,1.069526
LI,,,41.3.Landau.7b.g.05,Mr. Parker rents an apartment for his mother to stay in.,0.659248
LI,,,41.3.Landau.7b.g.06,Mr. Feldon saves money for his family to use in an emergency.,1.509526
LI,,,41.3.Landau.7b.g.07,Ms. Murphy wrote a textbook for her students to use.,0.942022
LI,,,41.3.Landau.7b.g.08,Mrs. Phelps knitted a sweater for her dog to wear.,1.139947
LI,,,41.3.Rezac.3b1.g.01,There had hung over the fireplace all of the portraits by Picasso.,-0.10208
LI,,,41.3.Rezac.3b1.g.02,There had prevailed in the trial all of the defendants we were rooting for.,-0.68266
LI,,,41.3.Rezac.3b1.g.03,There had loomed over us all of the projects we had been putting off.,-0.17616
LI,,,41.3.Rezac.3b1.g.04,There had lived across the street all of the kids who were vandalizing our yard.,-0.24814
LI,,,41.3.Rezac.3b1.g.05,There had emerged from the darkness all of the raccoons Jamie had seen earlier.,0.082469
LI,,,41.3.Rezac.3b1.g.06,There had stood in the corner all of the grandfather clocks Maria had collected over the years.,-0.20338
LI,,,41.3.Rezac.3b1.g.07,There have accumulated in the basement all of the trophies Trevor has won playing sports.,-0.10697
LI,,,41.3.Rezac.3b1.g.08,There have arisen in these negotiations all of the issues the lawyers warned us about.,-0.15365
LI,,,41.3.Rezac.3b2.*.01,There had all hung over the fireplace the portraits by Picasso.,-0.32766
LI,,,41.3.Rezac.3b2.*.02,There had all prevailed in the trial the defendants we were rooting for.,-0.37294
LI,,,41.3.Rezac.3b2.*.03,There had all loomed over us the projects we had been putting off.,-0.49174
LI,,,41.3.Rezac.3b2.*.04,There had all lived across the street the kids who were vandalizing our yard.,-0.76648
LI,,,41.3.Rezac.3b2.*.05,There had all emerged from the darkness the raccoons Jamie had seen earlier.,-0.49445
LI,,,41.3.Rezac.3b2.*.06,There had all stood in the corner the grandfather clocks Maria had collected over the years.,-0.30711
LI,,,41.3.Rezac.3b2.*.07,There have all accumulated in the basement the trophies Trevor has won playing sports.,-0.54877
LI,,,41.3.Rezac.3b2.*.08,There have all arisen in these negotiations the issues the lawyers warned us about.,-0.47383
LI,,,41.3.Vicente.4a1.g.01,She plays the guitar and Betsy the harmonica.,0.024811
LI,,,41.3.Vicente.4a1.g.02,Mike prefers tennis and Jon baseball.,0.598401
LI,,,41.3.Vicente.4a1.g.03,Caroline likes cupcakes and Lisa cookies.,-0.22648
LI,,,41.3.Vicente.4a1.g.04,Dennis loves math and Steve science.,-0.22322
LI,,,41.3.Vicente.4a1.g.05,Carl collects stamps and Ryan coins.,0.228857
LI,,,41.3.Vicente.4a1.g.06,Oliver wants to be a lawyer and Oscar a doctor.,0.357484
LI,,,41.3.Vicente.4a1.g.07,Tracey bought a van and Tom a truck.,0.317651
LI,,,41.3.Vicente.4a1.g.08,Stacey wants a dog and Jeff a cat.,0.27532
LI,(initially pronoun needs contrastive focus--harder than proper name?),,41.3.Vicente.4a3.*.01,She plays the guitar because Betsy the harmonica.,-1.04551
LI,,,41.3.Vicente.4a3.*.02,Mike prefers tennis because Jon baseball.,-1.05952
LI,,,41.3.Vicente.4a3.*.03,Caroline likes cupcakes because Lisa cookies.,-1.00864
LI,,,41.3.Vicente.4a3.*.04,Dennis loves math because Steve science.,-1.13259
LI,,,41.3.Vicente.4a3.*.05,Carl collects stamps because Ryan coins.,-0.83508
LI,,,41.3.Vicente.4a3.*.06,Oliver wants to be a lawyer because Oscar a doctor.,-0.83057
LI,,,41.3.Vicente.4a3.*.07,Tracey bought a van because Tom a truck.,-0.73944
LI,,,41.3.Vicente.4a3.*.08,Stacey wants a dog because Jeff a cat.,-0.63273
LI,,,41.3.Vicente.4a6.*.01,Sandy plays the guitar better than Betsy the harmonica.,-0.33598
LI,,,41.3.Vicente.4a6.*.02,Arthur cooked the lasagna better than Adam the pasta.,0.041687
LI,,,41.3.Vicente.4a6.*.03,Emma draws dogs better than Sophia dinosaurs.,-0.1997
LI,,,41.3.Vicente.4a6.*.04,Joel devoured the pie more voraciously than Mark the cake.,-0.14666
LI,,,41.3.Vicente.4a6.*.05,Ariel cleaned the kitchen more thoroughly than Omar the living room.,0.248748
LI,,,41.3.Vicente.4a6.*.06,Alex read the magazine more meticulously than Ronald the textbook.,-0.04695
LI,,,41.3.Vicente.4a6.*.07,Amanda hurled the water balloon more forcefully than Irene the baseball.,-0.35349
LI,('Jason English' = proper name?),,41.3.Vicente.4a6.*.08,Kelsey speaks Japanese more fluently than Jason English.,-0.33379
LI,,,41.3.Vicente.4b6.g.01,Sandy plays the guitar better than Betsy does.,1.071919
LI,,,41.3.Vicente.4b6.g.02,Arthur cooks lasagna better than Adam does.,0.677341
LI,,,41.3.Vicente.4b6.g.03,Emma draws dogs better than Sophia does.,0.702477
LI,,,41.3.Vicente.4b6.g.04,Joel devoured the pie more voraciously than Mark did.,1.024949
LI,,,41.3.Vicente.4b6.g.05,Ariel cleaned the kitchen more thoroughly than Omar did.,1.060461
LI,,,41.3.Vicente.4b6.g.06,Alex read the magazine more meticulously than Ronald did.,1.184218
LI,,,41.3.Vicente.4b6.g.07,Amanda hurled the water balloon more forcefully than Irene did.,1.04836
LI,,,41.3.Vicente.4b6.g.08,Kelsey speaks Japanese more fluently than Jason does.,1.645752
LI,,,41.3.Vicente.5a.*.01,"Amanda went to Santa Cruz, and Bill thinks that Claire to Monterrey.",-0.21501
LI,,,41.3.Vicente.5a.*.02,"Rich plays the guitar, and Sandy thinks that Bobby the piano.",-0.73857
LI,,,41.3.Vicente.5a.*.03,"The girls made sandwiches, and I believe that the boys hot dogs.",-0.10594
LI,,,41.3.Vicente.5a.*.04,"Mr. Snow brought a briefcase, and I guess that Mrs. Jones a laptop.",-0.49909
LI,,,41.3.Vicente.5a.*.05,"Our friend has a car, and we know that his mother an SUV.",-0.13058
LI,,,41.3.Vicente.5a.*.06,"The maid broke a glass, and we suspect that the butler a saucer.",-0.16729
LI,,,41.3.Vicente.5a.*.07,"Ellen ironed a shirt, and I suppose that Marion a blouse.",-0.5145
LI,,,41.3.Vicente.5a.*.08,"Ricardo likes soup, and he knows that Juan salad.",-1.05969
LI,,,41.3.Vicente.5b.g.01,"Amanda went to Santa Cruz, and Bill thinks that Claire did too.",0.685439
LI,,,41.3.Vicente.5b.g.02,"Rich plays the guitar, and Sandy thinks that Bobby does too.",0.778996
LI,,,41.3.Vicente.5b.g.03,"The girls made sandwiches, and I believe that the boys did too.",0.718345
LI,,,41.3.Vicente.5b.g.04,"Mr. Snow brought a briefcase, and I guess that Mrs. Jones did too.",0.751922
LI,,,41.3.Vicente.5b.g.05,"Our friend has a car, and we know that his mother does too.",0.467103
LI,,,41.3.Vicente.5b.g.06,"The maid broke a glass, and we suspect that the butler did too.",0.246763
LI,,,41.3.Vicente.5b.g.07,"Ellen ironed a shirt, and I suppose that Marion did too.",0.571093
LI,,,41.3.Vicente.5b.g.08,"Ricardo likes soup, and he knows that Juan does too.",0.959209
LI,,,41.3.Vicente.8a.*.01,"Read things, Mike did quickly.",-0.91202
LI,,,41.3.Vicente.8a.*.02,"Examine things, Katie did diligently.",-0.88619
LI,,,41.3.Vicente.8a.*.03,"Steal things, the thief did sneakily.",-0.53532
LI,,,41.3.Vicente.8a.*.04,"Clean the room, the child did reluctantly.",-0.81769
LI,,,41.3.Vicente.8a.*.05,"Eat cookies, the fat kid did voraciously.",-0.79602
LI,,,41.3.Vicente.8a.*.06,"Jump on things, the youngster did excitedly.",-0.44001
LI,,,41.3.Vicente.8a.*.07,"Frighten people, the clown did willingly.",-0.88455
LI,,,41.3.Vicente.8a.*.08,"Threaten students, the bully did triumphantly.",-1.00577
LI,,,41.3.Vicente.8a.g.01,Mike read things quickly.,0.677803
LI,,,41.3.Vicente.8a.g.02,Katie examined things diligently.,0.610616
LI,,,41.3.Vicente.8a.g.03,The thief stole things sneakily.,0.162125
LI,,,41.3.Vicente.8a.g.04,The child cleaned the room reluctantly.,0.737493
LI,,,41.3.Vicente.8a.g.05,The fat kid ate cookies voraciously.,1.104778
LI,,,41.3.Vicente.8a.g.06,The youngster jumped on things excitedly.,0.58807
LI,,,41.3.Vicente.8a.g.07,The clown frightened people willingly.,0.379251
LI,,,41.3.Vicente.8a.g.08,The bully threatened students triumphantly.,0.372202
LI,,,41.3.Vicente.8d.*.01,"Want to write, Randy did a novel.",-1.02958
LI,,,41.3.Vicente.8d.*.02,"Expect to receive, Sarah did a good grade.",-1.19165
LI,,,41.3.Vicente.8d.*.03,"Try to solve, Martin did the math problem.",-1.05708
LI,,,41.3.Vicente.8d.*.04,"Promise to wash, Neal did the car.",-1.32223
LI,,,41.3.Vicente.8d.*.05,"Forget to walk, Susan did the dog.",-1.23596
LI,,,41.3.Vicente.8d.*.06,"Learn to repair, Lisa did computers.",-0.76934
LI,,,41.3.Vicente.8d.*.07,"Hope to attend, John did college.",-1.33999
LI,,,41.3.Vicente.8d.*.08,"Manage to pass, Tim did his exam.",-0.96227
LI,,,41.3.Vicente.8d.g.01,Randy wanted to write a novel.,1.493462
LI,,,41.3.Vicente.8d.g.02,Sarah expected to receive a good grade.,1.329251
LI,,,41.3.Vicente.8d.g.03,Martin tried to solve the math problem.,1.295427
LI,,,41.3.Vicente.8d.g.04,Neal promised to wash the car.,1.010507
LI,,,41.3.Vicente.8d.g.05,Susan forgot to walk the dog.,1.170343
LI,,,41.3.Vicente.8d.g.06,Lisa learned to repair computers.,1.3238
LI,,,41.3.Vicente.8d.g.07,John hoped to attend college.,1.426797
LI,,,41.3.Vicente.8d.g.08,Tim managed to pass his exam.,1.689648
LI,,,41.4.Bruening.9b.*.01,What did he prove an account of false?,-1.09858
LI,,,41.4.Bruening.9b.*.02,Who do you consider supporters of beneath our notice?,-1.02943
LI,,,41.4.Bruening.9b.*.03,Who did they find a parent of guilty?,-0.88925
LI,,,41.4.Bruening.9b.*.04,Who did the executives appoint a friend of chairman of the board?,-0.45163
LI,,,41.4.Bruening.9b.*.05,Who did the board deem children of unworthy to attend this school?,-0.7798
LI,,,41.4.Bruening.9b.*.06,Who did the citizens elect an enemy of mayor?,-0.92487
LI,,,41.4.Bruening.9b.*.07,Who did the frat boys imagine a daughter of naked?,-0.78958
LI,,,41.4.Bruening.9b.*.08,Who did officials proclaim an associate of the winner?,-0.23454
LI,,,41.4.Bruening.9c.g.01,Who did he give statues of to all the season-ticket holders?,0.057507
LI,,,41.4.Bruening.9c.g.02,Who did you send supporters of to trial?,-0.45904
LI,,,41.4.Bruening.9c.g.03,Who did they send a parent of to an unpleasant meeting?,-0.90599
LI,,,41.4.Bruening.9c.g.04,Who did the executives appoint a friend of to the board?,-0.5635
LI,,,41.4.Bruening.9c.g.05,Who did the coach trade an enemy of to another team?,-0.70921
LI,,,41.4.Bruening.9c.g.06,Who did the principal assign children of to a different teacher?,-0.77018
LI,,,41.4.Bruening.9c.g.07,Who did the frat boys introduce a daughter of to their pledges?,-0.56256
LI,,,41.4.Bruening.9c.g.08,Who did officials dispatch an associate of to the embassy?,-0.54648
LI,,,41.4.Haegeman.18a.*.01,Bill asked if such books John only reads at home.,-0.35718
LI,(whether vs. if),,41.4.Haegeman.18a.*.02,Chris knows whether this book Candice read.,-0.87079
LI,(whether vs. if),,41.4.Haegeman.18a.*.03,Leslie wonders whether these clothes Harold will wash.,-0.8926
LI,(whether vs. if),,41.4.Haegeman.18a.*.04,Judah inquired whether this jersey he can keep.,-0.59069
LI,(whether vs. if),,41.4.Haegeman.18a.*.05,Shelly is uncertain whether the dishes Edgar will wash.,-0.61179
LI,,,41.4.Haegeman.18a.*.06,Mindy asked if my history notes she could borrow.,-0.52042
LI,(whether vs. if),,41.4.Haegeman.18a.*.07,Jessie wonders whether the big solo Rachel will sing.,-0.75859
LI,,,41.4.Haegeman.18a.*.08,Sam inquired if the new Lexus he could test drive.,-0.64386
LI,,,41.4.Haegeman.18a.g.01,Bill knows that such books John only reads at home.,-0.43023
LI,,,41.4.Haegeman.18a.g.02,Chris knows that this book Candice read.,-0.62046
LI,,,41.4.Haegeman.18a.g.03,Leslie is certain that these clothes Harold will wash.,-0.48157
LI,,,41.4.Haegeman.18a.g.04,Judah confirmed that this jersey he can keep.,-0.75394
LI,,,41.4.Haegeman.18a.g.05,Shelly is certain that the dishes Edgar will wash.,-0.82566
LI,,,41.4.Haegeman.18a.g.06,Mindy was confident that my history notes she could borrow.,-0.34858
LI,,,41.4.Haegeman.18a.g.07,Jessie knows that the big solo Rachel will sing.,-0.61745
LI,,,41.4.Haegeman.18a.g.08,Sam discovered that the new Lexus he could test drive.,-0.61651
LI,,,41.4.Haegeman.22d.*.01,"If frankly he's unable to cope, we'll have to replace him.",-0.09867
LI,(=Haegeman.22b),,41.4.Haegeman.22d.*.02,"If they luckily arrived on time, we will be saved.",-0.39309
LI,(cf. Haegeman.22c),,41.4.Haegeman.22d.*.03,"If the students apparently can't follow the discussion, we'll cover a different chapter.",0.328766
LI,(=Haegeman.22d),,41.4.Haegeman.22d.*.04,"If George probably comes, the party will be a disaster.",-0.48722
LI,,,41.4.Haegeman.22d.*.05,"If Lewis possibly finishes the report in time, the meeting will be a success.",0.121071
LI,(cf. Haegeman.22e),,41.4.Haegeman.22d.*.06,"If Kelly might have time, she will do it.",-0.35247
LI,,,41.4.Haegeman.22d.*.07,"If Grace probably passes the class, she will graduate on time.",-0.25227
LI,,,41.4.Haegeman.22d.*.08,"If frankly you continue to argue, the boss will fire you.",-0.22115
LI,,,41.4.Haegeman.22d.g.01,"If he's unable to cope, we'll have to replace him.",1.067151
LI,,,41.4.Haegeman.22d.g.02,"If they arrive on time, we will be saved.",0.793008
LI,,,41.4.Haegeman.22d.g.03,"If the students can't follow the discussion, we'll cover a different chapter.",0.892553
LI,,,41.4.Haegeman.22d.g.04,"If George comes, the party will be a disaster.",1.359493
LI,,,41.4.Haegeman.22d.g.05,"If Lewis finishes the report in time, the meeting will be a success.",1.045306
LI,,,41.4.Haegeman.22d.g.06,"If Kelly has time, she will do it.",1.04922
LI,,,41.4.Haegeman.22d.g.07,"If Grace passes the class, she will graduate on time.",1.056009
LI,,,41.4.Haegeman.22d.g.08,"If you continue to argue, the boss will fire you.",1.287058
LI,,,41.4.Haegeman.4a.*.01,"When this column she started to write last year, I thought she would be fine.",-0.90161
LI,,,41.4.Haegeman.4a.*.02,"When that play he started to perform this week, we believed he would be fine.",-1.07957
LI,,,41.4.Haegeman.4a.*.03,"When those cakes you started to bake this afternoon, I figured they were for tonight's dessert.",-0.72835
LI,,,41.4.Haegeman.4a.*.04,"When these books they started to arrange an hour ago, I thought they would tidy the rest of the room.",-0.74114
LI,,,41.4.Haegeman.4a.*.05,"When this exam we started to take this morning, it didn't look so long.",-0.81559
LI,,,41.4.Haegeman.4a.*.06,"When that report Marnie started to present yesterday, I thought we were in for a lot of surprises.",-0.56468
LI,,,41.4.Haegeman.4a.*.07,"When these paintings Fritz started to paint last year, I thought he was awfully talented.",-0.23899
LI,,,41.4.Haegeman.4a.*.08,"When this program George started to write last week, he believed it would work flawlessly.",-0.64833
LI,,,41.4.Haegeman.4c.g.01,"When last year she started to write this column, I thought she would be fine.",-0.51001
LI,,,41.4.Haegeman.4c.g.02,"When this week he started to perform that play, we believed he would be fine.",-0.81914
LI,,,41.4.Haegeman.4c.g.03,"When this afternoon you started to bake those cakes, I figured they were for tonight's dessert.",-0.2047
LI,,,41.4.Haegeman.4c.g.04,"When an hour ago they started to arrange these books, I thought they would tidy the rest of the room.",0.285447
LI,,,41.4.Haegeman.4c.g.05,"When this morning we started to take this exam, it didn't look so long.",-0.38893
LI,,,41.4.Haegeman.4c.g.06,"When yesterday Marnie started to present that report, I thought we were in for a lot of surprises.",0.246082
LI,,,41.4.Haegeman.4c.g.07,"When last year Fritz started to paint these paintings, I thought he was awfully talented.",0.093867
LI,,,41.4.Haegeman.4c.g.08,"When last week George started to write this program, he believed it would work flawlessly.",-0.20928
Adger,,,ch10.107a.g.01,A program about Elephants is on channel 4 tonight.,0.587592
Adger,,,ch10.107a.g.02,A gift from your mother is on the table.,0.928802
Adger,,,ch10.107a.g.03,A card from your brother is in the mailbox.,0.905392
Adger,,,ch10.107a.g.04,A song about Christmas is on the radio.,1.105808
Adger,,,ch10.107a.g.05,A documentary about Santa Claus is on the television.,0.984009
Adger,,,ch10.107a.g.06,An email from your grandmother is in your inbox.,0.847502
Adger,,,ch10.107a.g.07,A picture of your niece is on the mantle.,1.145512
Adger,,,ch10.107a.g.08,A coupon for free pizza is on the counter.,1.264065
Adger,,,ch10.107b.*.01,What is a program about on channel 4 tonight?,-0.2602
Adger,,,ch10.107b.*.02,Who is a gift from on the table?,-0.36134
Adger,,,ch10.107b.*.03,Who is a card from in the mailbox?,-0.81616
Adger,,,ch10.107b.*.04,What is a song about on the radio?,-0.52291
Adger,,,ch10.107b.*.05,What is a documentary about on the television?,-0.31628
Adger,,,ch10.107b.*.06,Who is an email from in your inbox?,-0.30955
Adger,,,ch10.107b.*.07,Who is a picture of on the mantle?,-0.63692
