dataset,notes,typo?,id,sentence,sent_length
LI,,,38.3.hirose.1a.g.05,From Tuesday to Friday the store stays open until 9 p.m..,13
LI,,,38.3.hirose.1a.g.06,From 1939 to 1945 the world was at war.,11
LI,,,38.3.hirose.1a.g.07,From the Atlantic to the Pacific there are people who oppose immigration reform.,15
LI,,,38.3.hirose.1a.g.08,From New York to London the plane encountered little turbulence.,12
LI,,,38.3.hirose.1b.*.01,To Mary for Bill I gave a book.,10
LI,(backwards anaphora),,38.3.hirose.1b.*.02,On her parents for money Melanie relied.,9
LI,,,38.3.hirose.1b.*.03,To the neighbors about the noise the old man complained.,12
LI,,,38.3.hirose.1b.*.04,To the professor about my grade I talked.,10
LI,(backwards anaphora),,38.3.hirose.1b.*.05,To their girlfriends in French the musicians sang.,10
LI,,,38.3.hirose.1b.*.06,To the store on a bike Francois rode.,10
LI,,,38.3.hirose.1b.*.07,With the generals about a new approach the President talked.,12
LI,,,38.3.hirose.1b.*.08,At your spouse on the phone you should n't yell.,11
LI,,,38.3.hirose.3a.g.01,It will take three to five days for him to recover.,13
LI,,,38.3.hirose.3a.g.02,It will take two to four hours for the plumber to fix the leak.,16
LI,,,38.3.hirose.3a.g.03,It will take six to eight weeks for your furniture to be delivered.,15
LI,,,38.3.hirose.3a.g.04,It will take eight to ten minutes for the material to harden.,14
LI,,,38.3.hirose.3a.g.05,It will take two to three months for the medication to work.,14
LI,,,38.3.hirose.3a.g.06,It will take 20 to 25 years for this roof to leak again.,15
LI,,,38.3.hirose.3a.g.07,It will take three to four hours for most girls to get ready for the prom.,18
LI,,,38.3.hirose.3a.g.08,It will take five to seven days for your cat to feel better.,15
LI,,,38.3.hirose.4a.*.01,It will take from three five days for him to recover.,13
LI,,,38.3.hirose.4a.*.02,It will take from two four hours for the plumber to fix the leak.,16
LI,,,38.3.hirose.4a.*.03,It will take from six eight weeks for your furniture to be delivered.,15
LI,,,38.3.hirose.4a.*.04,It will take from eight ten minutes for the material to harden.,14
LI,,,38.3.hirose.4a.*.05,It will take from two three months for the medication to work.,14
LI,,,38.3.hirose.4a.*.06,It will take from 20 25 years for this roof to leak again.,15
LI,,,38.3.hirose.4a.*.07,It will take from three four hours for most girls to get ready for the prom.,18
LI,,,38.3.hirose.4a.*.08,It will take from five seven days for your cat to feel better.,15
LI,,,38.3.landau.31a.g.01,They slept an hour and then went to work.,11
LI,,,38.3.landau.31a.g.02,We walked a few minutes and then sat down on a bench.,14
LI,,,38.3.landau.31a.g.03,The twins jogged an hour and then swam a mile.,12
LI,,,38.3.landau.31a.g.04,Sandy worked five months and then went on vacation.,11
LI,,,38.3.landau.31a.g.05,He lingered a minute and then joined the celebration.,11
LI,,,38.3.landau.31a.g.06,We shopped an entire afternoon and finally found the right dress.,13
LI,,,38.3.landau.31a.g.07,Patti and Marcia talked a while and then took a bus downtown.,14
LI,,,38.3.landau.31a.g.08,The newlyweds travelled a few days and then settled down at a motel.,15
LI,,,38.3.landau.31b.*.01,"An hour, they slept, and then went to work.",11
LI,,,38.3.landau.31b.*.02,"A few minutes, we walked, and then sat down on a bench.",14
LI,,,38.3.landau.31b.*.03,"An hour, the twins jogged, and then swam a mile.",12
LI,,,38.3.landau.31b.*.04,"Five months, Sandy worked, and then went on vacation.",11
LI,,,38.3.landau.31b.*.05,"A minute, he lingered, and then joined the celebration.",11
LI,,,38.3.landau.31b.*.06,"An entire afternoon, we shopped, and finally found the right dress.",13
LI,,,38.3.landau.31b.*.07,"A while, Patti and Marcia talked, and then took a bus downtown.",14
LI,,,38.3.landau.31b.*.08,"A few days, the newlyweds travelled, and then settled down at a motel.",15
LI,,,38.3.landau.38a.g.01,George kicked the boy the ball.,8
LI,,,38.3.landau.38a.g.02,Fred baked the kids coconut cookies.,8
LI,,,38.3.landau.38a.g.03,You will give the keys to Maxine.,9
LI,,,38.3.landau.38a.g.04,I should send my congressman the letter.,9
LI,,‘her husband' → 'his wife',38.3.landau.38a.g.05,Larry cooked her husband the meal.,8
LI,,,38.3.landau.38a.g.06,Sebastian lent Roxanne his history notes.,8
LI,,,38.3.landau.38a.g.07,You bought your daughter the teddy bear.,9
LI,,,38.3.landau.38a.g.08,They brought Mr. Sheldrake the contract.,8
LI,,,38.3.landau.39a.*.01,Who did George kick the ball?,8
LI,,,38.3.landau.39a.*.02,Who did Fred bake coconut cookies?,8
LI,,,38.3.landau.39a.*.03,Who will you give the keys?,8
LI,,,38.3.landau.39a.*.04,Who should I send the letter?,8
LI,,,38.3.landau.39a.*.05,Who did Larry cook the meal?,8
LI,,,38.3.landau.39a.*.06,Who did Sebastian lend his history notes?,9
LI,,,38.3.landau.39a.*.07,Who did you buy the teddy bear?,9
LI,,,38.3.landau.39a.*.08,Who did they bring the contract?,8
LI,,,38.4.Boskovic.17a.g.01,There seems to be a man in the garden.,11
LI,,,38.4.Boskovic.17a.g.02,There appears to be a duck in the back yard.,12
LI,,,38.4.Boskovic.17a.g.03,There seems to be a box on your doorstep.,11
LI,,,38.4.Boskovic.17a.g.04,There appears to be a book on the coffee table.,12
LI,,,38.4.Boskovic.17a.g.05,There seems to be a gun under his jacket.,11
LI,,,38.4.Boskovic.17a.g.06,There appears to be a problem with the space shuttle.,12
LI,,,38.4.Boskovic.17a.g.07,There seems to be a stain on my pants.,11
LI,,,38.4.Boskovic.17a.g.08,There appears to be a scratch on this CD.,11
LI,,,38.4.Boskovic.4.*.01,There seems a man to be in the garden.,11
LI,,,38.4.Boskovic.4.*.02,There appears a duck to be in the back yard.,12
LI,,,38.4.Boskovic.4.*.03,There seems a box to be on your doorstep.,11
LI,,,38.4.Boskovic.4.*.04,There appears a book to be on the coffee table.,12
LI,,,38.4.Boskovic.4.*.05,There seems a gun to be under his jacket.,11
LI,,,38.4.Boskovic.4.*.06,There appears a problem to be with the space shuttle.,12
LI,,,38.4.Boskovic.4.*.07,There seems a stain to be on my pants.,11
LI,,,38.4.Boskovic.4.*.08,There appears a scratch to be on this CD.,11
LI,,,38.4.kallulli.10a.g.01,The ship was sunk deliberately.,7
LI,,,38.4.kallulli.10a.g.02,The chamber was flooded intentionally.,7
LI,,,38.4.kallulli.10a.g.03,The reward was doubled deliberately.,7
LI,,,38.4.kallulli.10a.g.04,The freezer was defrosted intentionally.,7
LI,,,38.4.kallulli.10a.g.05,The pool was emptied deliberately.,7
LI,,,38.4.kallulli.10a.g.06,The balloon was burst intentionally.,7
LI,,,38.4.kallulli.10a.g.07,The pond was drained deliberately.,7
LI,,,38.4.kallulli.10a.g.08,The meat was thawed intentionally.,7
LI,,,38.4.kallulli.10b.*.01,The ship sank deliberately.,6
LI,,,38.4.kallulli.10b.*.02,The chamber flooded intentionally.,6
LI,,,38.4.kallulli.10b.*.03,The reward doubled deliberately.,6
LI,,,38.4.kallulli.10b.*.04,The freezer defrosted intentionally.,6
LI,,,38.4.kallulli.10b.*.05,The pool emptied deliberately.,6
LI,,,38.4.kallulli.10b.*.06,The balloon burst intentionally.,6
LI,,,38.4.kallulli.10b.*.07,The pond drained deliberately.,6
LI,,,38.4.kallulli.10b.*.08,The meat thawed intentionally.,6
LI,,,38.4.kallulli.4b.*.01,Eva was killed from John.,7
LI,,,38.4.kallulli.4b.*.02,Hillary was interviewed from the FBI.,8
LI,,,38.4.kallulli.4b.*.03,Steve was scolded from his teacher.,8
LI,,,38.4.kallulli.4b.*.04,Caroline was congratulated from her coworkers.,8
LI,,,38.4.kallulli.4b.*.05,Dale was suspended from the principal.,8
LI,(makes sense),,38.4.kallulli.4b.*.06,Linda was hired from Theresa.,7
LI,,,38.4.kallulli.4b.*.07,Marcie was fired from her manager.,8
LI,,,38.4.kallulli.4b.*.08,John was kissed from his mother.,8
LI,,,38.4.kallulli.4b.g.01,Eva was killed by John.,7
LI,,,38.4.kallulli.4b.g.02,Hillary was interviewed by the FBI.,8
LI,,,38.4.kallulli.4b.g.03,Steve was scolded by his teacher.,8
LI,,,38.4.kallulli.4b.g.04,Caroline was congratulated by her coworkers.,8
LI,,,38.4.kallulli.4b.g.05,Dale was suspended by the principal.,8
LI,,,38.4.kallulli.4b.g.06,Linda was hired by Theresa.,7
LI,,,38.4.kallulli.4b.g.07,Marcie was fired by her manager.,8
LI,,,38.4.kallulli.4b.g.08,John was kissed by his mother.,8
LI,,,38.4.kallulli.9a.g.01,The boat was sunk to collect the insurance.,10
LI,,,38.4.kallulli.9a.g.02,The chamber was flooded to drown the spiders.,10
LI,,,38.4.kallulli.9a.g.03,The reward was doubled to help catch the thief.,11
LI,,,38.4.kallulli.9a.g.04,The freezer was defrosted to remove the ice build-up.,11
LI,,,38.4.kallulli.9a.g.05,The pool was emptied to find the ring.,10
LI,,,38.4.kallulli.9a.g.06,The balloon was burst to punish the child.,10
LI,,,38.4.kallulli.9a.g.07,The pond was drained to reduce mosquitoes.,9
LI,,,38.4.kallulli.9a.g.08,The specimen was thawed to study it more closely.,11
LI,,,38.4.kallulli.9b.*.01,The boat sank to collect the insurance.,9
LI,,,38.4.kallulli.9b.*.02,The chamber flooded to drown the spiders.,9
LI,,,38.4.kallulli.9b.*.03,The reward doubled to help catch the thief.,10
LI,,,38.4.kallulli.9b.*.04,The freezer defrosted to remove the ice build-up.,10
LI,,,38.4.kallulli.9b.*.05,The pool emptied to find the ring.,9
LI,,,38.4.kallulli.9b.*.06,The balloon burst to punish the child.,9
LI,,,38.4.kallulli.9b.*.07,The pond drained to reduce mosquitoes.,8
LI,(bound 'it' adds weirdness),,38.4.kallulli.9b.*.08,The specimen thawed to study it more closely.,10
LI,,,39.1.sobin.20c.*.01,"John broke a cup, and Mary did so with a saucer.",13
LI,(poss. accomp. reading),,39.1.sobin.20c.*.02,"Sarah ate a hot dog, and Marcie did so with a hamburger.",14
LI,,,39.1.sobin.20c.*.03,"Ricky threw a baseball, and Michael did so with a football.",13
LI,,,39.1.sobin.20c.*.04,"Sammy ordered a steak, and Richie did so with a veal cutlet.",14
LI,,,39.1.sobin.20c.*.05,"Lonnie dropped a book, and Gabby did so with a pencil.",13
LI,,,39.1.sobin.20c.*.06,"Amanda lost a key, and Jennie did so with a credit card.",14
LI,,,39.1.sobin.20c.*.07,"Eldon deleted a file, and Francesca did so with a folder.",13
LI,(poss. accomp. reading),,39.1.sobin.20c.*.08,"Milton stole a candy bar, and Andy did so with a pack of gum.",16
LI,,,39.1.sobin.21c.g.01,"John broke a cup, and Mary did so too.",11
LI,,,39.1.sobin.21c.g.02,"Sarah ate a hot dog, and Marcie did so too.",12
LI,,,39.1.sobin.21c.g.03,"Ricky threw a baseball, and Michael did so too.",11
LI,,,39.1.sobin.21c.g.04,"Sammy ordered a steak, and Richie did so too.",11
LI,,,39.1.sobin.21c.g.05,"Lonnie dropped a book, and Gabby did so too.",11
LI,,,39.1.sobin.21c.g.06,"Amanda lost a key, and Jennie did so too.",11
LI,,,39.1.sobin.21c.g.07,"Eldon deleted a file, and Francesca did so too.",11
LI,,,39.1.sobin.21c.g.08,"Milton stole a candy bar, and Andy did so too.",12
LI,,,40.1.caponigro.23a.*.01,Jack came the person he is in love with.,11
LI,,,40.1.caponigro.23a.*.02,Lisa arrived the professor.,6
LI,,,40.1.caponigro.23a.*.03,Dylan played tennis his doubles partner.,8
LI,,,40.1.caponigro.23a.*.04,Kelly attended the party her boyfriend.,8
LI,,,40.1.caponigro.23a.*.05,Linda graduated high school her brother.,8
LI,,,40.1.caponigro.23a.*.06,Mark went roller-skating his new girlfriend.,8
LI,,,40.1.caponigro.23a.*.07,Larry applied for the job the deadline.,9
LI,,,40.1.caponigro.23a.*.08,Brittany bought the car her cousin.,8
LI,,,40.1.caponigro.23cf.g.01,Jack came with the person he is in love with.,12
LI,,,40.1.caponigro.23cf.g.02,Lisa arrived after the professor.,7
LI,,,40.1.caponigro.23cf.g.03,Dylan played tennis with his doubles partner.,9
LI,,,40.1.caponigro.23cf.g.04,Kelly attended the party with her boyfriend.,9
LI,,,40.1.caponigro.23cf.g.05,Linda graduated high school before her brother.,9
LI,,,40.1.caponigro.23cf.g.06,Mark went roller-skating with his new girlfriend.,9
LI,,,40.1.caponigro.23cf.g.07,Larry applied for the job after the deadline.,10
LI,,,40.1.caponigro.23cf.g.08,Brittany bought the car with her cousin.,9
LI,,,40.1.caponigro.25b.*.01,Lily will dance who the king chooses.,9
LI,,,40.1.caponigro.25b.*.02,Fred works what Jack despises.,7
LI,,,40.1.caponigro.25b.*.03,Leonard talks what Sally likes.,7
LI,,,40.1.caponigro.25b.*.04,Tanya will laugh who Lisa chooses.,8
LI,,,40.1.caponigro.25b.*.05,Joe chuckled what Vince said.,7
LI,,,40.1.caponigro.25b.*.06,Iris scoffs what I read.,7
LI,,,40.1.caponigro.25b.*.07,Sophie dances who she likes.,7
LI,,,40.1.caponigro.25b.*.08,Eric stares who he envies.,7
LI,,,40.1.caponigro.25b.g.01,Lily will dance with the person the king chooses.,11
LI,,,40.1.caponigro.25b.g.02,Fred works on the things Jack despises.,9
LI,,,40.1.caponigro.25b.g.03,Leonard talks about the things Sally likes.,9
LI,,,40.1.caponigro.25b.g.04,Tanya will laugh at the people Lisa chooses.,10
LI,,,40.1.caponigro.25b.g.05,Joe chuckled about the things Vince said.,9
LI,,,40.1.caponigro.25b.g.06,Iris scoffs at the things I read.,9
LI,,,40.1.caponigro.25b.g.07,Sophie dances for the people she likes.,9
LI,,,40.1.caponigro.25b.g.08,Eric stares at the people he envies.,9
LI,,,40.1.heck.5b.*.01,Sherry met a man very fond of whom she found herself.,13
LI,,,40.1.heck.5b.*.02,Nate argued with a manager technically subordinate to who he later found himself.,15
LI,,,40.1.heck.5b.*.03,Carrie fired an assistant dependent on who she later found herself.,13
LI,,,40.1.heck.5b.*.04,Pete was forced to talk to a teacher generally wary of who he finds himself.,17
LI,,,40.1.heck.5b.*.05,Helen listened to the advice of a doctor usually skeptical of who she finds herself.,17
LI,,,40.1.heck.5b.*.06,Cindy's mother cautioned her not to date a guy too similar to who she finds herself.,18
LI,,"missing ""he"" after ""who""",40.1.heck.5b.*.07,Eric began a romantic relationship with an employee superior to who later found himself.,16
LI,,,40.1.heck.5b.*.08,Rebecca married a man true to who she intends to stay.,13
LI,,,40.1.heck.5b.g.01,Sherry met a man who she found herself very fond of.,13
LI,,,40.1.heck.5b.g.02,Nate argued with a manager who he later found himself subordinate to.,14
LI,,,40.1.heck.5b.g.03,Carrie fired an assistant who she later found herself to be dependent on.,15
LI,,,40.1.heck.5b.g.04,Pete was forced to talk to a teacher who he finds himself generally wary of.,17
LI,,,40.1.heck.5b.g.05,Helen listened to the advice of a doctor who she usually finds herself skeptical of.,17
LI,,,40.1.heck.5b.g.06,Cindy's mother cautioned her not to date a guy who she finds herself too similar to.,18
LI,,,40.1.heck.5b.g.07,Eric began a romantic relationship with an employee who he later found himself superior to.,17
LI,,,40.1.heck.5b.g.08,Rebecca married a man who she intends to stay true to.,13
LI,,,40.1.stepanov.4a.g.01,Who bought what?,5
LI,,,40.1.stepanov.4a.g.02,Who said what?,5
LI,,,40.1.stepanov.4a.g.03,Who ate what?,5
LI,,,40.1.stepanov.4a.g.04,Who stole what?,5
LI,,,40.1.stepanov.4a.g.05,Who brought what?,5
LI,,,40.1.stepanov.4a.g.06,Who read what?,5
LI,,,40.1.stepanov.4a.g.07,Who sold what?,5
LI,,,40.1.stepanov.4a.g.08,Who wore what?,5
LI,,,40.1.stepanov.4b.*.01,What did who buy?,6
LI,,,40.1.stepanov.4b.*.02,What did who say?,6
LI,,,40.1.stepanov.4b.*.03,What did who eat?,6
LI,,,40.1.stepanov.4b.*.04,What did who steal?,6
LI,,,40.1.stepanov.4b.*.05,What did who bring?,6
LI,,,40.1.stepanov.4b.*.06,What did who read?,6
LI,,,40.1.stepanov.4b.*.07,What did who sell?,6
LI,,,40.1.stepanov.4b.*.08,What did who wear?,6
LI,,,40.2.johnson.59b.*.01,Ice cream gives me in the morning brain-freeze.,10
LI,,,40.2.johnson.59b.*.02,She baked him for his birthday a cake.,10
LI,,,40.2.johnson.59b.*.03,John picked her before their date some flowers.,10
LI,,,40.2.johnson.59b.*.04,He envied me after the promotion my success.,10
LI,,,40.2.johnson.59b.*.05,He waved them at the end of the night goodbye.,12
LI,,,40.2.johnson.59b.*.06,They brought the animals after the zoo closed some food.,12
LI,,,40.2.johnson.59b.*.07,We built them after the earthquake a new house.,11
LI,,,40.2.johnson.59b.*.08,She denied him after the deal fell through the promotion.,12
LI,,,40.2.johnson.59b.g.01,Ice cream gives me brain-freeze in the morning.,10
LI,,,40.2.johnson.59b.g.02,She baked him a cake for his birthday.,10
LI,,,40.2.johnson.59b.g.03,John picked her some flowers before their date.,10
LI,,,40.2.johnson.59b.g.04,He envied me my success after the promotion.,10
LI,,,40.2.johnson.59b.g.05,He waved them goodbye at the end of the night.,12
LI,,,40.2.johnson.59b.g.06,They brought the animals some food after the zoo closed.,12
LI,,,40.2.johnson.59b.g.07,We built them a new house after the earthquake.,11
LI,,,40.2.johnson.59b.g.08,She denied him the promotion after the deal fell through.,12
LI,,,40.4.hicks.22.g.01,Lloyd Webber musicals are easy to condemn without even watching.,12
LI,,,40.4.hicks.22.g.02,My dog is tough to groom without frightening.,10
LI,,,40.4.hicks.22.g.03,Certain fabrics are simple to cut without tearing.,10
LI,opposite meanings;,  ^is^ impossible,40.4.hicks.22.g.04,That movie impossible to watch without enjoying.,9
LI,,,40.4.hicks.22.g.05,This sculpture will be hard to ship without breaking.,11
LI,,,40.4.hicks.22.g.06,Maggie is difficult to compliment without embarrassing.,9
LI,,,40.4.hicks.22.g.07,This door is challenging to paint without opening.,10
LI,,,40.4.hicks.22.g.08,My favorite cookies are tricky to bake without burning.,11
LI,,,40.4.hicks.23.*.01,Lloyd Webber musicals are likely to be condemned without anyone even watching.,14
LI,,,40.4.hicks.23.*.02,My dog appears to have been groomed without anyone frightening.,12
LI,,,40.4.hicks.23.*.03,Certain fabrics are likely to be cut without anyone tearing.,12
LI,,,40.4.hicks.23.*.04,That movie seems to be watched without anyone enjoying.,11
LI,,,40.4.hicks.23.*.05,This sculpture seems to have been shipped without anyone breaking.,12
LI,,,40.4.hicks.23.*.06,Maggie is unlikely to be complimented without anyone embarrassing.,11
LI,,,40.4.hicks.23.*.07,This door is unlikely to be painted without anyone opening.,12
LI,,,40.4.hicks.23.*.08,My favorite cookies are certain to be baked without anyone burning.,13
LI,,,41.1.Muller.14c.*.01,Who did that Mary was going out with bother you?,12
LI,,,41.1.Muller.14c.*.02,Who was that the principal would fire expected by the reporters?,13
LI,,,41.1.Muller.14c.*.03,Who was that John's mother would ground anticipated by Suzette?,12
LI,,,41.1.Muller.14c.*.04,What was that the movers would break feared by the family?,13
LI,,,41.1.Muller.14c.*.05,What was that the construction workers might uncover known by the bank robber?,15
LI,,,41.1.Muller.14c.*.06,What was that the computer needed explained by the technician?,12
LI,,,41.1.Muller.14c.*.07,Who was that Martians kidnapped believed by no one?,11
LI,,,41.1.Muller.14c.*.08,Who is that the jail must release accepted by few citizens?,13
LI,,,41.1.Muller.14c.g.01,That Mary was going out with Luke bothered you.,11
LI,,‘?' → '.',41.1.Muller.14c.g.02,That the principal would fire Euclid was expected by the reporters?,13
LI,,,41.1.Muller.14c.g.03,That John's mother would ground him was anticipated by Suzette.,12
LI,,,41.1.Muller.14c.g.04,That the movers would break the vase was feared by the family.,14
LI,,,41.1.Muller.14c.g.05,That the construction workers might uncover the treasure was known by the bank robber.,16
LI,,,41.1.Muller.14c.g.06,That the computer needed more memory was explained by the technician.,13
LI,,,41.1.Muller.14c.g.07,That Martians kidnapped Marty was believed by no one.,11
LI,,,41.1.Muller.14c.g.08,That the jail must release the notorious killer is accepted by few citizens.,15
LI,,,41.1.Muller.25b.??(*).01,Who do you wonder which picture of is on sale?,12
LI,,,41.1.Muller.25b.??(*).02,Who does she wonder which story about is on the front page?,14
LI,,,41.1.Muller.25b.??(*).03,Who do you wonder which portrait of is on display?,12
LI,,,41.1.Muller.25b.??(*).04,Who do you wonder which article by is in print?,12
LI,,,41.1.Muller.25b.??(*).05,Who do you wonder which letter to is in the mail?,13
LI,,,41.1.Muller.25b.??(*).06,Who does Angela wonder which story about is online?,11
LI,,,41.1.Muller.25b.??(*).07,Who do you wonder which student of is in trouble?,12
LI,,,41.1.Muller.25b.??(*).08,Who do you wonder which image of is in the display case?,14
LI,,,41.1.Muller.25b.g.01,You wonder which picture of Marge is on sale.,11
LI,,,41.1.Muller.25b.g.02,She wonders which story about Valerie is on the front page.,13
LI,,,41.1.Muller.25b.g.03,You wonder which portrait of the president is on display.,12
LI,,,41.1.Muller.25b.g.04,You wonder which article by Jackson is in print.,11
LI,,,41.1.Muller.25b.g.05,You wonder which letter to Harry is in the mail.,12
LI,,,41.1.Muller.25b.g.06,Angela wonders which story about Elaine is online.,10
LI,,,41.1.Muller.25b.g.07,You wonder which student of Mrs. Simpson is in trouble.,12
LI,,,41.1.Muller.25b.g.08,You wonder which image of Streisand is in the display case.,13
LI,,,41.2.Bruening.31a.*.01,At that battle were given the generals who lost hell.,12
LI,,,41.2.Bruening.31a.*.02,In that room is given anyone who stays long enough horrible headaches.,14
LI,,,41.2.Bruening.31a.*.03,At that time were given the tables we inherited from Aunt Selma a good scrubbing.,17
LI,,,41.2.Bruening.31a.*.04,With that Supreme Court decision were denied minorities some of their rights.,14
LI,,,41.2.Bruening.31a.*.05,On that day were given the girls who saw me the creeps.,14
LI,,→ 'denied many citizens..',41.2.Bruening.31a.*.06,With that announcement were many citizens denied the opportunity to protest.,13
LI,,,41.2.Bruening.31a.*.07,During that game was given the team from Illinois hell.,12
LI,,,41.2.Bruening.31a.*.08,At that point were given the counters that had just been used a quick wipe.,17
LI,,,41.2.Bruening.31a.g.01,At that battle the generals who lost were given hell.,12
LI,,,41.2.Bruening.31a.g.02,In that room anyone who stays long enough is given horrible headaches.,14
LI,,,41.2.Bruening.31a.g.03,At that time the tables we inherited from Aunt Selma were given a good scrubbing.,17
LI,,,41.2.Bruening.31a.g.04,With that Supreme Court decision minorities were denied some of their rights.,14
LI,,,41.2.Bruening.31a.g.05,On that day the girls who saw me were given the creeps.,14
LI,,,41.2.Bruening.31a.g.06,With that announcement many citizens were denied the opportunity to protest.,13
LI,,,41.2.Bruening.31a.g.07,During that game the team from Illinois was given hell.,12
LI,,,41.2.Bruening.31a.g.08,At that point the counters that had just been used were given a quick wipe.,17
LI,,,41.2.Bruening.33a.*.01,At that time were given the tables we inherited from Aunt Selma a good scrubbing.,17
LI,,,41.2.Bruening.33a.*.02,At the end of the year was denied the manager that I hired a promotion.,17
LI,,,41.2.Bruening.33a.*.03,Before the award ceremony was picked the prom queen some flowers.,13
LI,,,41.2.Bruening.33a.*.04,On his birthday was baked the sick boy a cake.,12
LI,,,41.2.Bruening.33a.*.05,At the Oscars was envied the actor in the blockbuster movie his success.,15
LI,,,41.2.Bruening.33a.*.06,After the dinner party were waved the departing guests goodbye.,12
LI,,,41.2.Bruening.33a.*.07,During the heat wave were brought the animals kept at the zoo some water.,16
LI,,,41.2.Bruening.33a.*.08,During the cleanup were built the earthquake victims a new house.,13
LI,,,41.2.Bruening.33a.g.01,The tables we inherited from Aunt Selma were given a good scrubbing at that time.,17
LI,,,41.2.Bruening.33a.g.02,The manager that I hired was denied a promotion at the end of the year.,17
LI,,(odd passive to begin with?),41.2.Bruening.33a.g.03,The prom queen was picked some flowers before the award ceremony.,13
LI,,,41.2.Bruening.33a.g.04,The sick boy was baked a cake on his birthday.,12
LI,,,41.2.Bruening.33a.g.05,The actor in the blockbuster movie was envied his success at the Oscars.,15
LI,,,41.2.Bruening.33a.g.06,The departing guests were waved goodbye after the dinner party.,12
LI,,,41.2.Bruening.33a.g.07,The animals kept at the zoo were brought some water during the heat wave.,16
LI,,,41.2.Bruening.33a.g.08,The earthquake victims were built a new house during the cleanup.,13
LI,,,41.2.Bruening.36a.g.01,The man that he gave the creeps to last night is over there.,15
LI,,,41.2.Bruening.36a.g.02,The generals that Ted gave hell to yesterday are quite embarrassed.,13
LI,,,41.2.Bruening.36a.g.03,The people that the construction noise gave a headache to this morning are furious.,16
LI,,,41.2.Bruening.36a.g.04,The tables that the bus boy gave a good scrubbing to before closing look great.,17
LI,,,41.2.Bruening.36a.g.05,The child that the clown gave the creeps to at the party is still upset.,17
LI,,,41.2.Bruening.36a.g.06,The apprentice that Donald gave hell to on last night's program is very worried.,16
LI,,,41.2.Bruening.36a.g.07,The horse that the jockey gave a slap to on the track refuses to co-operate.,17
LI,,,41.2.Bruening.36a.g.08,The counter that the waitress gave a quick wipe to when we arrived was still wet.,18
LI,,,41.2.Bruening.36b.*.01,The man that he gave the creeps last night to is over there.,15
LI,,,41.2.Bruening.36b.*.02,The generals that Ted gave hell yesterday to are quite embarrassed.,13
LI,,,41.2.Bruening.36b.*.03,The people that the construction noise gave a headache this morning to are furious.,16
LI,,,41.2.Bruening.36b.*.04,The tables that the bus boy gave a good scrubbing before closing to look great.,17
LI,,,41.2.Bruening.36b.*.05,The child that the clown gave the creeps at the party to is still upset.,17
LI,,,41.2.Bruening.36b.*.06,The apprentice that Donald gave hell on last night's program to is very worried.,16
LI,,,41.2.Bruening.36b.*.07,The horse that the jockey gave a slap on the track to refuses to co-operate.,17
LI,,,41.2.Bruening.36b.*.08,The counter that the waitress gave a quick wipe when we arrived to was still wet.,18
LI,,,41.2.Bruening.3a.g.01,The count gives me the creeps.,8
LI,,,41.2.Bruening.3a.g.02,The lighting here gives me a headache.,9
LI,,,41.2.Bruening.3a.g.03,The teacher denied George his extra credit.,9
LI,,,41.2.Bruening.3a.g.04,The reporter envied me my success.,8
LI,,,41.2.Bruening.3a.g.05,The judge spared the murderer his life.,9
LI,,,41.2.Bruening.3a.g.06,The IRS denied Lilly her refund.,8
LI,,,41.2.Bruening.3a.g.07,The doctor envied the nurse her success.,9
LI,,,41.2.Bruening.3a.g.08,The police officer spared the prisoner an ordeal.,10
LI,,,41.2.Bruening.3b.*.01,The count gives the creeps to me.,9
LI,,,41.2.Bruening.3b.*.02,The lighting here gives a headache to me.,10
LI,(backwards anaphora),,41.2.Bruening.3b.*.03,The teacher denied his extra credit to George.,10
LI,,,41.2.Bruening.3b.*.04,The reporter envied my success to me.,9
LI,(backwards anaphora),,41.2.Bruening.3b.*.05,The judge spared his life to the murderer.,10
LI,(backwards anaphora),,41.2.Bruening.3b.*.06,The IRS denied her refund to Lilly.,9
LI,(backwards anaphora),,41.2.Bruening.3b.*.07,The doctor envied her success to the nurse.,10
LI,(backwards anaphora),,41.2.Bruening.3b.*.08,The police officer spared an ordeal to the prisoner.,11
LI,,,41.3.Costantini.2b.??.01,All the men seem to have all eaten supper.,11
LI,,,41.3.Costantini.2b.??.02,All the boys appear to have all finished their homework.,12
LI,,,41.3.Costantini.2b.??.03,All the games are likely to have all ended by now.,13
LI,,,41.3.Costantini.2b.??.04,All the children are certain to have all been picked up.,13
LI,,,41.3.Costantini.2b.??.05,All the muffins are unlikely to have all been eaten already.,13
LI,,,41.3.Costantini.2b.??.06,All the campers are expected to have all eaten by 7 o'clock.,14
LI,,,41.3.Costantini.2b.??.07,All the transmitters seem to have all failed simultaneously.,11
LI,,,41.3.Costantini.2b.??.08,All the postal workers seem to have all taken a break at the same time.,17
LI,,,41.3.Costantini.2b.g.01,The men seem to have all eaten supper.,10
LI,,,41.3.Costantini.2b.g.02,The boys appear to have all finished their homework.,11
LI,,,41.3.Costantini.2b.g.03,The games are likely to have all ended by now.,12
LI,,,41.3.Costantini.2b.g.04,The children are certain to have all been picked up.,12
LI,,,41.3.Costantini.2b.g.05,The muffins are unlikely to have all been eaten already.,12
LI,,,41.3.Costantini.2b.g.06,The campers are expected to have all eaten by 7 o'clock.,13
